transcript_id,chunk_id,source_file,window_start,window_end,text,binary_hit,predicted_probability,predicted_label
RELABEL_Houston_ISD-2025-06-12-Board_Meetings - Houston_ISD-2025-06-12-Board_Meetings,50,RELABEL_Houston_ISD-2025-06-12-Board_Meetings - Houston_ISD-2025-06-12-Board_Meetings.csv,1:40:00,1:42:00,"[01:40:00–01:40:30]
about achieving standards. Thank you. Everything else is unacceptable. This district has not been
giving all students the right to learn. Do what is right. Please make a change. Lynn Moore, HIC
parent, the Wall Street Journal, Harvard Business Review, and Forbes agree that trust is a crucial
factor in organizational success, employee satisfaction, loyalty, and performance. Humans learn more
and perform better when.

[01:40:30–01:41:00]
there's trust. My daughter, a sixth grader at Lanier, was so upset to finish sixth grade because she
wouldn't have her beloved English teacher, Miss Leslie Kilborne. We later found out Miss Kilborne
was cut from HISD. She led a class of high performing, highly engaged students who succeeded due to
her educational prowess, ability to inspire, nurture, and support them inside and outside of the
classroom. She led book clubs, the Jesus Club, and the No Place for Hate Club. She left as
graciously as she taught, intent on driving home, that this was in no way related to the students'
abilities and performance. We're all wondering how she could be.

[01:41:00–01:41:30]
cut by an evaluation system that is less reliable than a roulette wheel. Consistency builds trust.
Confusion breaks it down. If teacher turnover is of no concern to you, then you stand alone. Those
students are succeeding in spite of you. Thank you. Is there a speaker 14? Group A. Good evening.
Quinty Buy H I S D parents. I'm mayor asking for three things. One

[01:41:30–01:42:00]
One, please don't vote for this budget. Two, please don't extend Mr. Miles' contract. And three,
please don't wage this certification requirement. Net school serve about 65,000 students.
Traditional schools serve nearly 94,000. Yes, net school allocated 96% of the funding given to
traditional school. Nearly the same amount of money for far fewer students. That means net school
costs roughly 30% more per student. You probably heard that the net school serve a higher need
population, but let's look at the numbers.",1,0.29552565685456195,0
RELABEL_Katy_ISD-2025-12-08-Board_Meetings - Houston_ISD-2025-12-08-Board_Meetings,12,RELABEL_Katy_ISD-2025-12-08-Board_Meetings - Houston_ISD-2025-12-08-Board_Meetings.csv,0:24:00,0:26:00,"[24:00–24:30]
They didn't just support him, they believed in him. They taught him how to regulate, communicate,
and advocate. Pairs don't just assist instruction, they change lives. And because their role is so
critical, we also have to acknowledge something uncomfortable. Across Texas, we've seen news stories
where vulnerable nonverbal children were harmed by adults in support roles. When a district
underpays a position, when turnover is constant, when the applicant pool shrinks and standards are
lowered just to keep classrooms staffed, the risk to children increases, as does the legal exposure
and

[24:30–25:00]
settlement costs. It's more than fairness, it's about student safety. So let's talk about the
budget. Every month this board approves expenses that might be nice to have, but they're nowhere
near as essential as the people working directly with our kids. In the December amendment being
presented tonight, I noticed proposed spending for items such as a $23,000 vinyl wrapped namesake
dedication wall, thousands for staff travel and consultants, awards and incentives, equipment
upgrades, specialty training, even water bottle filling stations.

[25:30–26:00]
All of which will likely be approved tonight without question. So let's look at what we haven't
funded. KDISD's general fund is projected to end the year with a $332 million fund balance. That's
the district's savings account. TEA recommends $190 to $285 million in reserve. We are $50 to $140
million above that range. A meaningful raise for all paraprofessionals, even just two or three
dollars an hour, brings them closer to what Bucky's pays as a minimum. Would cost the district only
six to nine million dollars a year. That's a",1,0.2890884165768189,0
RELABEL_Katy_ISD-2025-12-08-Board_Meetings - Houston_ISD-2025-12-08-Board_Meetings,17,RELABEL_Katy_ISD-2025-12-08-Board_Meetings - Houston_ISD-2025-12-08-Board_Meetings.csv,0:34:00,0:36:00,"[34:00–34:30]
If we're spending $70,000, like the general counsel said, for a May election, or half a million or
more for a November election. And I would urge you, at least for now, let's leave it for May. Let's
look into a how do we do that in a way that solves it? I mean, there's got to be a right answer. I
mean, I absolutely agree we should look into a November election. I just, I don't think now this
half uh half baked process is going to work. I think we should really do it the right way. And in
order to do it the right way, it takes time, it takes

[34:30–35:00]
thought, it takes research, and it takes getting those numbers. Getting those numbers from the
county, getting those numbers from the community. And uh Trusty Kazella even asked for an ad hoc
committee to explore that. So I would hope that we could actually have that committee in place,
invite the community to participate and really get that all those answers firmly figured out. Thank
you all so much. Thank you. Next will be Ian Russi, followed by Victor Perez.

[35:00–35:30]
Hello. I am here tonight to ask you to please pull policy update 126 from the consent agenda for
further discussion. I'm requesting the board table EFB local and discuss it further in a future
meeting. President Redmond, you've said before that crafting good policy takes time. Y'all have
spent so many hours revising EFB local to try to strike a balance between ensuring student access to
healthy school libraries and sharing communication with parents regarding

[35:30–36:00]
our kids' library selections and protecting children from harmful materials. I'm asking you to begin
to repair what's been broken under the prior board majority. While I have major concerns about the
proposed policy, like keeping the gender fluidity ban and eliminating the formal reconsideration
committees that allow parent input in the process of evaluating challenge books, there are also some
minor issues that really require your attention. First, when you pass updates to FA Local tonight,
you're gonna lose the definition of gender fluidity.",1,0.2549154746156352,0
RELABEL_Chunk_Spring_Branch_ISD-2025-10-27-Board_Meetings - Chunk_Spring_Branch_ISD-2025-10-27-Board_Meetings,28,RELABEL_Chunk_Spring_Branch_ISD-2025-10-27-Board_Meetings - Chunk_Spring_Branch_ISD-2025-10-27-Board_Meetings.csv,0:56:00,0:58:00,"[56:00–56:30]
Current communication and then Final Site is our website vendor. We've been using Final Site for 10
years. So as the market has changed, what we have seen is a lot of new opportunities, a lot of new
tools, and a lot of the companies were buying each other up, so less opportunity in the market. And
so we've been watching 10 years is really a long time for a website. School Messenger, a little
clunky to use, and so we were waiting really to let the dust settle as all of these vendor can.

[56:30–57:00]
Vendor consolidations were happening. And Christina and I have been working very closely. Our tech
team and our comms team with Melissa and Kristen, who are here this evening, can also answer
questions for you to kind of see where this all shakes out because what we really want is a better
user experience for our staff who are having to push out all the information and really all the
feedback we got. We've done focus groups with principals, we've done focus groups with parents.
Everybody wants a simple tool. They want everything in one place. They want not, you know, if you've
got high school kids and

[57:00–57:30]
middle school kids, you could have remind messages coming from 15 people all over the place. We
really wanted to streamline all of that. And so this Apteji vendor is the one that you want to go
with? AptoG is the vendor that we want to use. Um, Klein is using AptoG, Umble has won two state or
national awards for their website using AptoG. They have an app where you can have all your
communication feed and you can get a digest of everything that's come from all your teachers, all
the news, everything in one place at the end of the day. The other really wonderful.

[57:30–58:00]
Another really wonderful piece about this right now. So, Kristen, who does all of our email and web
updates. So if we have a message that has to go out from the board to the community, Kristen has to
put that message in through School Messenger to go to our parents. Then she has to go back to start
all over to push it into constant contact to put it out for our non-parents. Then she has to publish
it to the website. Then Grace has to pull it from the website to push to social. So it's not just
the cost of the physical dollars we're expending, it's the",1,0.2526744300751514,0
RELABEL_Katy_ISD-2025-12-08-Board_Meetings - Houston_ISD-2025-12-08-Board_Meetings,16,RELABEL_Katy_ISD-2025-12-08-Board_Meetings - Houston_ISD-2025-12-08-Board_Meetings.csv,0:32:00,0:34:00,"[32:00–32:30]
like everyone here is probably gonna tell y'all, but you already knew that. What concerns me, what
really concerns me is a few uh minutes ago we had a uh parent who came up and was concerned about
the paraprofessionals. And I mean our general counsel uh at the last meeting said, hey, if we move
our election to November, it's gonna cost half a million dollars at least. Meanwhile, if we keep it
where it's at, it's only gonna be 70,000. Now, I get it, that's just four hundred and thirty
thousand dollars, which is not real money, except, oh wait, it is real money. It's real money to our

[32:30–33:00]
paraprofessionals. It's real money to our students. And uh, you know, Trustee Champagne even asked
the question, you know, what does that look like? I mean, I I feel like I'm paraphrasing here, but
you know, she was mentioning something about, you know, if we do this here, what are we gonna have
to cut? Or I mean, was teachers or something, right? Now, I'm not saying you said we're gonna cut
teachers. That that would never happen. Um, but what do we have to cut if we're moving the budget? I
mean, it because dollars have to get moved from one thing to another. So if we're gonna move our
elections to November, that's gonna have to have a real cost and a real budget consideration. I'm
all for

[33:00–33:30]
you know, more participation. But that's our job as a community. It's our job as a community to
reach out to our neighbors, to say to our neighbors, hey, we've got an election. Carpool with me.
Come to the polls with me. It's my job as you know to say to my neighbor on my left and on my right,
hey, let's carpool together. Let's go cast a ballot. Let's go grab lunch. What it's you know, I
don't have control over the budget, y'all do. Um but what I do have control over is whether I invite
my neighbors to join me at the polls. Um you guys, on the other hand, y'all have that budgetary
control. You can decide if we're spending seven",1,0.22410388900012745,0
RELABEL_Houston_ISD-2025-06-12-Board_Meetings - Houston_ISD-2025-06-12-Board_Meetings,85,RELABEL_Houston_ISD-2025-06-12-Board_Meetings - Houston_ISD-2025-06-12-Board_Meetings.csv,2:50:00,2:52:00,"[02:50:00–02:50:30]
Manipulation and deceit. Reject item two. Thank you. Sarah Terrell, you may begin. A funny thing
happened on the way to the end of the fiscal year. Sorry. I gotta mute this. A funny thing happened
on the end on the way to the end of the fiscal year. Miles promised to raise 80 million in property
sales, but he's 66 million dollars short. Who took the hit? Looks like mainly classroom instruction
down 32 million.

[02:51:00–02:51:30]
million. But that's funny, I thought we were paying our teachers so much more. Miles will get you to
pre-approve his fiscal moves through policy and budget approvals without giving you details. Take
the naming rights policy. All the shells are now Mays, giving Miles total control over naming rights
and terms. Our only sale of naming rights of HSPVA to the kinders in 2016 did not go that well. The
contract is perpetual and HISD only received about five and a half million of the seven and a half
million promised. Naming rights are valuable.

[02:51:30–02:52:00]
Perpetuity is no longer standard, but Miles has you relinquishing your authority with no discussion.
But you'll get used to it. Thank you. Claude Bidner. Please unmute yourself. You may begin. Hi, I'm
Claude Bidner, HISD parent. The data in goal progress progress monitoring 3.1 is not only confusing,
it's misleading. A small note says all historical data was recalculated using new business rules.",1,0.22326890162630417,0
RELABEL_NEW_Copy of Katy_ISD-2025-10-27-Board_Meetings - NEW_Copy of Katy_ISD-2025-10-27-Board_Meetings,67,RELABEL_NEW_Copy of Katy_ISD-2025-10-27-Board_Meetings - NEW_Copy of Katy_ISD-2025-10-27-Board_Meetings.csv,2:14:00,2:16:00,"[02:14:00–02:14:30]
Process procedure policy wherever it sits, is that something to be removed from the agenda must be
removed by someone who asked it to be there. Is that still the way it works? Correct. Okay. So
someone who added it on asked for it to come off. And then for it to go and work with the policy
committee? Thank you for for that clarification. Thank you. We'll move on to 10.2 recap of board
member request information. Madam Secretary, did we capture any requests from the board? This is
what I have. Mrs. Cusello wants a couple of things that are kind of in the same subject. She wants

[02:14:30–02:15:00]
to see the reports from the Title I schools and she wants like an isolation of those schools to do
you want like previous years too on those too to kind of watch the plural. Yeah, I think Ms.
Martinez suggested previous years to see a trend. Okay. And then um did you want to know anything
about the fourth grade um the Mississippi? I don't know what you want. The fourth grade literacy
rate. That's an indicator that some people watch. It's involved in mis what mis the state of
Mississippi did with literacy.

[02:15:00–02:15:30]
Yeah, that'd be kind of cool if we have that. I'm not sure that's an indicator we track. I don't
know. I don't know that we could so I don't I don't want to ask for something we don't track. We
just th track third grade according to H B three. All right is what she stated on. But then she also
wants the high school profiles for previous years from 2019 to I guess last year's school year
probably. Is that correct? Twenty twenty four? And also along with that, I was wondering if we

[02:15:30–02:16:00]
can where is that link that I know we have that link. What page is that link on? With all the
academic stats and stuff like that? The one pagers along with all the quarterly reports, there's a
quarterly reporting schedule that my team follows and does that. And you may recall that um my
assistant, Miss Alvarez, has now put all of those reports in the board's share folder. So that's
where they live now. So all those reports, anything you need and they'll then then that way",1,0.22117197741819325,0
RELABEL_Houston_ISD-2024-09-12-Board_Meetings - Houston_ISD-2024-09-12-Board_Meetings,33,RELABEL_Houston_ISD-2024-09-12-Board_Meetings - Houston_ISD-2024-09-12-Board_Meetings.csv,1:06:00,1:08:00,"[01:06:00–01:06:30]
Thank you. Our next speaker is Kelly Bleaker. Recent data shows that uncertified teachers leave at a
rate three times higher than certified ones. I was once a certified teacher, uncertified teacher.
Teaching is hard. Teaching with no classroom experience and minimal training is overwhelmingly hard.
Any success I had didn't come from district feedback or curriculum or Teach for America. It came
from the support of veteran staff at my school who counted.

[01:06:30–01:07:00]
Who counseled me through missteps, shared best practices, knew the specific needs of my students,
and taught by example how to meet them. In light of the mass exodus of veteran teachers and admins
under your leadership, I ask you who will support HISD's 2,000 uncertified teachers to ensure
success and stability for our students? New teachers do not need error ridden slides and AI
generated packets. They need true mentorship. Not a supervisor looming like a sweatshop foreman
accounting for every minute not devoted to test prep. No trust, no bond.

[01:07:00–01:07:30]
Thank you. Our last speaker in person is Carly Paget. Ms. Paget? Good evening. I have been in
correspondence with teachers who decided to stay. They are committed and dedicated, certified
teachers who experienced turmoil and chaos last year and still decided to come back. They have more
gumption than I did.

[01:07:30–01:08:00]
because I'm gone. I asked them if there was anything that they wanted the public to know, and they
really wanted to emphasize that we have 20 year certified teachers who are dedicated to their
campuses, who are witnessing a 5 to 6% decrease in pay and are being paid less than new uncertified
teachers. Mr. Martinez, could you imagine getting a 6% decrease in your pay for no reason at all,
other than budgetary differences?",1,0.20870080659943482,0
RELABEL_Houston_ISD-2025-06-12-Board_Meetings - Houston_ISD-2025-06-12-Board_Meetings,13,RELABEL_Houston_ISD-2025-06-12-Board_Meetings - Houston_ISD-2025-06-12-Board_Meetings.csv,0:26:00,0:28:00,"[26:00–26:30]
to confirm as we get more information now that the school year has ended. And we continue to cook to
collaborate with H with HISD and NADA's team in figuring out all of these questions. Thank you.
Thanks so much, Gabby. So I do want to share some of our results from year two, and can't note
enough that we're just closing the year out. And my team will tell you we have until June 30th to
meet.

[26:30–27:00]
all of our metrics, but um this year we have really continued to grow. You'll notice that we've
served about 10% of the district's students. So we're at 17,000 unique students served, so actual
students in the buildings getting resources. Um we've provided 27,000 plus families with food. We're
focused on clothing and basic needs. So you'll notice the 9,000 families either got clothing or
uniforms. Um so we're really trying to help students meet those basic needs so that they can show up
to school.

[27:00–27:30]
ready to learn. We do have work to do, and we acknowledge that, but I am so proud of our team and
the progress that they have made. And so I know that we have partners here tonight, but we also have
the Sunrise Center team. So I'd like to ask them to please stand and just be recognized for their
hard work and thank you so much for your time.

[27:30–28:00]
Any questions or comments? I just want to say we appreciate your hard work and all that you do for
the students in our community, so thank you very, very much. Thank you. Absolutely, thank you.",1,0.2050380505561934,0
RELABEL_Houston_ISD-2025-06-12-Board_Meetings - Houston_ISD-2025-06-12-Board_Meetings,37,RELABEL_Houston_ISD-2025-06-12-Board_Meetings - Houston_ISD-2025-06-12-Board_Meetings.csv,1:14:00,1:16:00,"[01:14:00–01:14:30]
Miss Garcia. That was over the summer on Miss Garcia's own time. Please don't buy Miss Garcia. She
uses her own time and to make our school better and makes me want to learn. Thank you for your time.
Ella Taylor, followed by Emma Holt. Hi, my name is Emma Holt, and I am from Harvard Elementary. I am
here to fight for.

[01:14:30–01:15:00]
Miss Garcia, our librarian. I I I want Miss Gar dang it. I am here to make sure she is back at
Harvard in the fall. Ms. Garcia is a great teacher because she works hard. Um she's in charge of the
Forty Book Challenge book um and she leads research projects and book fails. She helps me check out
books and gives.

[01:15:00–01:15:30]
me book recommendations. I would be sad if she isn't at Harvard in the fall. She is one of my
favorite teachers. Please don't take our library, please don't take Miscosia. Thank you. Is Ella
Taylor here? Ella Taylor? Any other students? Okay, go ahead, Ella. Sorry, give me a second. Hi, I'm
Ella.

[01:15:30–01:16:00]
Taylor. Is this is this sorry, I don't know. This is right because it's just yeah. Um hi, I'm Ella
Taylor, an incoming senior from Carnegie Vanguard High School. I'm speaking about the importance of
teacher retention. Last year, HISC lost around 4,700 teachers, and we're on track to lose even more
this year. By the end of the school year, two of my eight teachers were gone. At my small school,
every teacher teaches multiple subjects, so losing one teacher affects several classes. We lost my
AP world history teacher, who also taught AP European history in the AP seminar, my AP physics
teacher.",1,0.19057464056687753,0
