chunk_id,window_start,window_end,text,binary_hit
0,0:00:00,0:02:00,"[00:00–00:30]
I call this regular meeting of the Spring Branch Independent School District, Board of Trustees to
order. Let the record show the time is now 6.03 and a quorum of board members is present. Chris
Ernest is not here at this moment, but will be here shortly. This meeting has been duly called, and
the notice for this meeting has been posted in accordance with the Texas Open Meetings Act, Texas
Government Code Chapter 551.041. Please stand while Trustee John Perez leads us in the pledges of
allegiance to the U.S. and Texas flags.

[01:00–01:30]
I would like to introduce the senior administrative staff. They are Ms. Linda Buckman, Associate
Superintendent for Communications and Community Engagement, Ms. Karen Heath, Associate
Superintendent for Administration and Talent, Ms. Christina Massick, Associate Superintendent for
Information Technology, Dr. Annie Wolf, Associate Superintendent for Academics, Ms. Christine
Porter, Associate Superintendent for Finance, Mr. Travis Stanford, Associate Superintendent for
Operations, Dr. Jennifer Parker,

[01:30–02:00]
Community Superintendent, Dr. Brian Williams, Community Superintendent. I would like to introduce
your board members. From left to right, they are Board Member David Slattery, Board Member Chris
Ernest, that's where he would sit, next to David, Stacey Kim, Executive Assistant to the Board, Dr.
Jennifer Blaine, Superintendent, I am Lisa Alpey, Board President, Board Vice President, Courtney
Anderson, Board Secretary, Shannon Mahan, Board Member John Perez, and Board Member.",0
1,0:02:00,0:04:00,"[02:00–02:30]
Caroline H. Bennett. Dr. Blaine, do you have any opening remarks? Just a few. So, first of all,
thank you to the kids in the front row who are silently clapping for all of us as our names get
announced. We love you. Thank you. Just real quick, I just returned from a state conference, the
TASA conference, which is the state uh conference for school administrators and it's largely
superintendents from across the state of Texas. And just um got had a lot of updates in terms of
like legislation and you know what's being what's been filed so far, of course.

[02:30–03:00]
we're following school funding as is every other school district and superintendent and school board
across the state of Texas. We are hearing a lot of different bills being filed. We do feel like, and
we had just discussed this with uh David and Courtney recently, that it looks like a lot of the
funding will be tied of school funding will be tied to specific line items in the budget, but you
know, something is better than nothing, so we'll keep our eye on that. Um, I'm sure that you've
heard that Senate two a Senate Bill Two in the Senate has been filed. That's the voucher bill, and
um you know we all know.

[03:00–03:30]
that the lack of funding for public schools in the last session was in large part due because there
was no voucher bill that passed, and so um the governor has stated that if there's no voucher bill,
then there's no school funding. So there's a voucher bill out there, and so we'll be following that,
see what happens. Um and then uh on Sunday, I believe the governor gives his state of the state, so
we'll hear what his priorities are and what he's planning to put out there. And so we're just
keeping our eye, everything's just starting, and we'll be keeping our eye on it, and we'll be giving
updates to the Board of Trustees and to our community and to our staff.

[03:30–04:00]
Staff. And other than that, um just want to thank everybody for coming tonight. Um, and this is
Board Appreciation Month, and so we are going to take some time at the upfront part of the meeting
to appreciate our Board of Trustees and thank you to our students for being here. They are here to
give you a special treat when it comes time to do that. The first item on the agenda is public
comment on special presentations. We had no speakers signed up, so we'll skip right over that. The
next item on the agenda is a very exciting item on the",0
2,0:04:00,0:06:00,"[04:30–05:00]
agenda, and that is special presentations. Before we begin, those are there any Boy Scouts in the
crowd? No one? No Boy Scouts? Somebody's yes, no? Guess not. Okay. Before we begin, I would like to
mention that item 4C recognition of Chief Larry Bainbridge and SBISD police as the 2024 Dr. Rod Page
School Safety Award winner will take place at a later date to it due to a scheduling conflict.

[05:00–05:30]
Okay. All right. Okay. Can I go? Yeah, okay. Our communications team has provided a wrap up of the
great things that happened around SBISD last semester and into 2025. Please turn your attention to
the screen to enjoy the many inspiring sights and sounds around SBISD. Welcome to In the Zone, where
we celebrate the amazing things happening in Spring Brandon.

[05:30–06:00]
Happening in Spring Branch ISD. The fall semester was full of incredible achievements, and we're
excited to share the highlights. SBISD is leading the way in key areas like kindergarten readiness,
third grade reading, and eighth grade math, outpacing many local districts. Thanks to the hard work
of our students, families, and staff, we're proud to be ranked in the 92nd percentile among nearly
100 similar Texas districts. Our new early college program is off to a great start. At Northbrook
High School, 95% of students in the first cohort.",0
3,0:06:00,0:08:00,"[06:00–06:30]
of the RISE College Academy are on track to graduate with both a high school diploma and an
associate degree. And next year, we're expanding this opportunity with the launch of the Tiger
College Academy at Springwoods High School, offering even more students the chance to earn an
associate degree while still in high school. We're also celebrating 133 outstanding SBIC students
who earn recognition through the College Board National Recognition Program. Congratulations. Behind
every achievement are the dedicated staff.

[06:30–07:00]
members who make it all possible. This fall, we celebrated three outstanding educators Candy Carl
from Ridgecrest, Veronica Hunter from Meadowwood, and Christina Espinoza from Buffalo Creek, as part
of our Teachers Driving Success Program, honoring the educators who inspire and empower students
every day. We're also proud to share that our Thrive program kicked off this year and is helping 31
SBIC staff members earn teaching certifications, bringing new talent and energy into our classrooms.
From the arts to athletics, our students can

[07:00–07:30]
Our students continue to raise the bar. Our fine arts students are showcasing the core
characteristics of a T24 ready graduate every day, and our athletes have certainly followed suit.
Stratford's volleyball team made an impressive run to the 6A Division II Championship. We also
celebrated National Signing Day at Memorial in Stratford, where student athletes sign their national
letters of intent, proving their commitment to both sports and academics. We look forward to more
signings this spring. Our career in technical education CTE programs are giving

[07:30–08:00]
students the chance to explore potential careers through hands-on experiences. This fall, more than
2,500 eighth graders participated in transition activities, discovering career pathways and laying
the foundation for their T24 journey to success. Buster the Bus is back, teaching our youngest
learners important bus safety lessons to ensure safe rides every day. Additionally, this fall we
proudly swore in 11 new officers, strengthening our commitment to keeping our schools safe and
secure. Projects like the Sherwood Elementary Ground.",0
4,0:08:00,0:10:00,"[08:30–09:00]
Elementary Groundbreaking, along with exciting developments at the Guthrie Center and Ag Science
Center, are key milestones in the 2017 and 2022 Bond programs. Recently, we also proudly opened
Memorial Drive Elementary and Woodview Elementary. We are also excited to share that SBIST has been
named a 2025 Large District Finalist for the HEB Excellence in Education Award. This prestigious
recognition highlights the extraordinary work happening every day across our district in support of
every child. We are incredibly proud of the dedication.

[09:00–09:30]
and excellence that define our community. Stay tuned for more amazing stories from SBISD. All right.
This evening we are so pleased to recognize a Stellar Springwoods High School Senior Journalism
student, Ashley Vasquez, who recently was recently honored by the Lone Star Chapter of the National
Academy of Television Arts and Sciences for her documentary, Now or Never. It is my honor to invite

[09:30–10:00]
to the podium Springwoods High School journalism teacher Joshua Alt, who will share more about
Ashley, her award winning documentary, and this prestigious honor. Okay, hello. Thank you, board, so
much for honoring one of my journalism students here tonight. Just to tell you about myself, I've
been at Springwoods High School. This is my second year. Before becoming an educator, I was actually
a TV reporter for 10 years, and this is my tenth year in education. Coming to Springwoods, I had
worked in middle school for eight years, and then this is my second year in high school.",0
5,0:10:00,0:12:00,"[10:00–10:30]
which I like high school a lot better. But um I always had a goal as a previous journalist was when
I was able to teach journalism in high school, was the pinnacle of journalism is to win an Emmy
Award in broadcast. And so um I really get my kids to work hard and I really tell them that as a
journalist, the main job is to tell stories. It can be about crime, education, science. And so last
year, Ashley and all of my journalism students were asked to do a documentary about two to three
important parts of their lives. And I'm not gonna give away the entire

[10:30–11:00]
documentary, what Ashley did. But she did a story, her documentary about her life where she almost
didn't survive. And she was able to overcome that. And she has become a leader at our school. She is
one of the Tigerettes, a leader there. She's one of the best journalists, and she's doing my class
again this year. And she is one of the most amazing people. And the documentary I knew is this one
of the most important stories I've ever seen, and I knew that she had a really good chance of
winning this award. So I'm very proud of her, and I hope that you get a chance to watch her
documentary. But Ashley's one of the best students, and I'm very grateful that she's received this
award.

[11:30–12:00]
Before before you start, Linda, will you send the board the link to her documentary so we can watch?
I'd love to see it. I'll get it to you. If you'll send it to me, we'll make sure that that is listed
for everyone to watch as we celebrate this evening.",0
6,0:12:00,0:14:00,"[12:00–12:30]
this evening's recognition. Thank you. The whole community gets to see more of what we've had.
Great. Congrats again, Ashley. Congrats, Ashley. So now uh we're gonna take some time and I know
that some of you uh would rather us not um take the time to celebrate you because I know you're very
humble and that's not how you are but we're going to do it anyway. So um this is School Board
Appreciation Month and we are going to take uh I would like to take a few minutes to just highlight
um why I think not only myself but my senior leadership team and our staff appreciate the board and
everything that they've done and so um

[13:00–13:30]
And so it's an honor to have the opportunity to publicly thank each of you and for everything that
you've done. We all know that this is a thankless job, and um it's a volunteer job. You don't get
paid for it. Some people don't know that, but um as we all know that's true. You guys give much
energy, time, your wisdom to ensure that our kids get the very best possible education. And over the
past several years, during your service on the board, our kids have we've really seen our our
academics move. And we know we talk about the reason we're here is for academic success, safety, and
making sure our kids are achieving at the very highest levels. And so

[13:30–14:00]
that's really what we're after, and you guys do a phenomenal job of supporting us in those efforts.
So, as a result of your support, our students academic achievement has really is really higher than
it's actually been in several decades. I've been here 24 years, I actually used to oversee academics
for six years, and we did well then, but we have never done this well. We've never been at the top
of the Houston area, and I am not saying we're done, we but have a long way to go, and I always say
that. But I'm very proud of the achievement of our kids. But we couldn't do that without a
supportive board, and you all know that. So",0
7,0:14:00,0:16:00,"[14:00–14:30]
So just want to highlight a few examples. You heard them on the video, but I'm gonna reiterate them
anyway because I think it's important. We've been recognized uh two weeks ago as an HEB Excellence
in Education Large District Finalist. Um Spring Branch has actually applied for this uh this award
four different times. Um, once in 2010, I believe, and uh we didn't not get anywhere with it. Once
in 2016, did not get anywhere with it. In 2022, we were a finalist and we were actually asked this
time to apply. They reached out to us and said, We need you guys, we want you all to apply. That's a
big deal.

[14:30–15:00]
Um and so, you know, I think the first time they you you get into their finalist um you maybe don't
don't win because they they want to see and I would too. Are you just, is this a one-time thing? Are
you really sustaining a student achievement? And so we were asked to apply this time because of our
student achievement. And so here we are in the finalist again. Um we're leading the Houston Good
Reason or Houston region um per the Good Reason Houston dashboard, third party. I didn't create the
dashboard, we didn't actually know it was there. We're leading the way in third grade reading and
fourth, fifth, sixth.

[15:00–15:30]
seventh, and eighth grade reading, we are in the top three or four out of all the school districts
that are in the city of Houston. And our kindergarten readiness is at the top two. So our early
childhood readiness, which we know is key and pivotal. We are at the 92nd percentile relative to
school districts like us. We've never been in the 92nd percentile. In fact, there was a time about
like seven, eight, nine years ago, where we were actually at the bottom of that list, not somewhere
we want to be. We have been ranked as a district of distinction for four straight years for our
visual arts programming.

[15:30–16:00]
programming and so that's extremely important and then we just learned this week um and it wasn't in
the video because we just learned of it that we've been named a current technical education district
of distinction and only 37 school districts in the entire state got that distinction so I I say all
of this not to toot our horn but to say that we if when we don't if we don't have a supportive board
and a board that works with us it's we can't you can't achieve these things because you just you
just can't so it so thank you so much for your support it means a lot to us. The aligned focus on
reading and math and student support",1
8,0:16:00,0:18:00,"[16:00–16:30]
And math and student supports and CTE have made this growth possible. Again, you guys have placed
that at the top of your list and you talk about it and you ask for updates and you hold us
accountable, and that's important, and you need you should do that. And I don't think people
realize, you know, it's it's easy it's easy to sit at home or to even to sit in the audience and
watch the job that you all do and make make judgments. And that's okay, people can have their own
opinions. It's also easy to sit behind a keyboard and and send you all emails or post things on
social media that are maybe not kind, and I don't say this tongue in cheek, I mean it. You know,
when I read it, it's it's it's hard to read because.

[17:00–17:30]
people don't understand until you sat in the seat and you sat in the shoes how very difficult these
decisions are to make. You all have families, um, and it and I'm sure that when you go home, the ch
the stress doesn't just go away when you walk in the door. You know, you're carrying it home, and
your family is feeling it, and your husbands and your wives and your children. I mean, I know that
because mine do too. Um, only I am I'm paid to do the job, so that we might make it slightly better.
You are not. Your advocacy for public education funding um has been at at the top. In fact, at the
conference this weekend, everybody still talks about the spring branch.

[17:30–18:00]
Board of Trustees. I was approached about it in three separate meetings. If you guys were going to
be heavy on advocacy again, because so many so many boards took your lead. They were maybe a little
hesitant to jump in the scene last time, but they're gonna be in it this time because of what you
all did. And with the state's failure to address funding, you know, just working alongside the
district administration, we had to make significant budget shortfall and close our budget gaps. And
I think in my 24 years, I have not seen a board have to make the kinds of decisions that you had to
make ever. And I don't believe it had been done.",1
9,0:18:00,0:20:00,"[18:00–18:30]
prior to me, and I include 2011 in that because in 2011 we just cut we cut campus staff and it was
hard. I was here. But the deficit that we had to close required us to make some really difficult
decisions, and you all insisted that we keep the priorities of academics and safety at the top of
the list. And in order to do that, we had to make some difficult decisions about cutting other
places. And I know you guys took heat for the recommendations that we made that we were asking you
guys to vote on, and I appreciate your stance on that. And while I know those decisions,

[18:30–19:00]
were not popular, I do believe that we did take the conservative approach to making those cuts so
that we could sustain over the next couple of years. I had someone ask me the other day why we still
have a fund balance and couldn't we have used that? Well, we all saw what happened over the past
couple of days. We were worried we might lose some of our federal funding, and that's not turned out
to be the case, and we're very grateful for that. But you never know in this legislative session
what's going to happen. And so it would not have been prudent for us to have gone down into

[19:00–19:30]
our fund balance to pay for things that are ongoing expenses year after year. And you all realized
that and understood that and knew that. And despite how difficult the decisions were, you made them
anyway. And it is the reason that we're prepared if something does happen. So when we were all
talking about that we might lose federal funds, and you know that would be a terrible thing, because
remember, we have counselors, CIS, we have lots of student programs that are serving our kids across
the system out of the out of those funds. But we

[19:30–20:00]
were conservative and you all were conservative of your in in your approach to budgeting, which is
the right thing to do despite the difficult decisions that had to be made. And because of that, we
were not sweating too much that we couldn't get to the end of the year because we have those
reserves and that's what they're for. They're not for paying for things that are everyday I'm
preaching to the choir, I know that. But what I want people to hear from this is that those
decisions were were made for a reason and you all were asked to make those decisions. We ask you to
make them and you took very difficult votes. And for anybody that's out there and sitting and
listening,",0
