chunk_id,window_start,window_end,text,binary_hit
0,0:00:00,0:02:00,"[00:00–00:30]
This meeting is now convened at 5 04 p.m. I would like to ask everyone to please silence all cell
phones. A quorum of the board is present in the board auditorium. There are from my from my right on
the platform Cassandra Ozan Bandy, Jeanette Garza Lidner, myself, Angela Lamont Flowers, Rolando
Martinez, and Adam Ravon. As board secretary, I'm presiding over tonight's meeting in the absence of
our board president and vice president, Audrey Mominay and Rick Campo, and Paula Mendoza.

[00:30–01:00]
So Anne Paula Mendoza all had previously scheduled commitments and could not attend tonight.
Michelle Cruz Arnold will be joining us later in the evening. I would like to state on the board's
behalf that we are all disappointed with the defeat of the bond election last week. We are proud to
put the board on the ballot for the voters to consider. We fundamentally believed our students
deserve the chance to get the needed health, safety, and building quality upgrades proposed by the
bond. We're very disappointed for our students, but we will charge ahead to continue to serve them
to the best of our abilities with the facility.

[01:00–01:30]
With the facilities we have. We are focused on moving forward in partnership with the Houston
community to do everything we can for every single HISD child. We will now be joined by a member of
the junior, or excuse me, if there are any elected officials in the audience this evening, please
stand and be recognized. Thank you so much. Board of Ed Trustee Savat Moore, Board of Ed Trustee
Placid Gomez, thank you so much. Thank you for joining.

[01:30–02:00]
We will now be joined by a member of the Junior Reserve Officer Training Corps to lead our pledges.
I would like to ask board member Jeanette Garzett Lidner to introduce tonight's pledge leader. Thank
you, Madam Chair. Cadet Lieutenant Colonel Miguel Mireles is a senior at FER High School and enters
his third year in the J R OTC program. He has distinguished himself throughout his high school years
through excellence in academics, J R O T C and extracurricular school activities. Cadet Mireles
serves as",0
1,0:02:00,0:04:00,"[02:00–02:30]
Pires serves as a battalion commander for FERS 14th Army J ROTC Battalion. He has a 3.2 grade point
average. Among his many achievements in the JROTC program, he has received the Superior Instructor
Award and commendations from the American Legion and the Military Officers Association of America.
He serves as the commander of the rifle team and a member of the primary color guard and flag
folding team. He has also shown his skills in numerous plays as a member of this.

[02:30–03:00]
As a member of the theater club. He plans to commission in the army after graduating from the New
Mexico Military Institute with the goal of becoming one of the greatest army officers in the world.
Welcome, Cadet Lieutenant Colonel Mireles. Greetings. Ladies and gentlemen, please rise for the
Pledge of Allegiance and pledge to the Texas State flag.

[03:00–03:30]
I pledge of allegiance to the flag of the United States of America and to the Republic for which it
stands, one nation under God, indivisible, with liberty and justice for all. Under the Texas flag, I
pledge of allegiance to the Texas, one state, under God, one indivisible. Thank you. Thank you,
Cadet Lutonic uh Problem around this. I would like to ask Ford.

[03:30–04:00]
I would like to ask Board Member Adam Ravon to read our recognition regarding Veterans Day. Thank
you, Madam Chair. Whereas members of the Armed Forces have played a vital can you hear it? Don't
need to speak up. Can you hear it here? Okay. Let me slide up a little bit. Veterans Day, November
eleventh, two thousand twenty-four. Whereas members of the armed forces have played a vital role in
America's security since the founding of our nation and deserve our deepest.",0
2,0:04:00,0:06:00,"[04:30–05:00]
Deepest appreciation and respect, and whereas veterans have also demonstrated their devotion to the
American people by volunteering their time and expertise to improve their communities as public
servants, mentors, community leaders, and whereas the Houston Independent School District applauds
its many employees and former students who have faithfully and loyally served our country in the
armed forces. Now, therefore, we, the school board and the superintendent of schools of the Houston
Independent School District, recognize November.

[05:00–05:30]
November 11, 2024 as Veterans Day. And although this day has passed, we urge all Houstonians to pay
tribute to and show their appreciation of our military personnel and their efforts to secure peace
and freedom around the world. In witness thereof, on this day, the 14th of November 2024, I'd ask uh
just if there are any veterans who served in the uh in the military would uh stand just to be
recognized.

[05:30–06:00]
We thank you again for your service. Thank you. We're going to break from our usual order now and
hear from public officials, student speakers, and speakers wishing to address Agenda Item Two,
update and annual report from the Board Audit Committee. Please note that the Spanish live
captioning is available for those viewing the meeting via live stream, and live Spanish
interpretation is available in person in the auditorium. Public comment during school board meetings
will only be available.",0
3,0:06:00,0:08:00,"[06:00–06:30]
for those persons who have signed up to speak prior to the meeting time per current protocol. Verbal
and other disruptions by persons during the school board meetings are not acceptable as they inhibit
the board's ability to conduct business and the public's ability to observe those processes. Persons
who participate in such behavior will be giving one warning, and if the behavior is repeated, they
will be asked to leave the meeting. We have 139 total registered speakers this evening. Speakers
will be limited to one minute each per board policy if we have more than 30 people signed up to
address the board tonight. We ask that you stay on topic and refrain from naming individuals,
especially.

[06:30–07:00]
students, as their identity is protected under law. But you may name your own child. I ask that you
please respect our procedures and the other speakers and end your comments promptly when your time
has expired and the timer rings. We will start with public officials. State Representative Jalanda
Jones, I know you're just walking in, but would you like to join the podium? Thank you so much for
joining us.

[07:00–07:30]
As an elected state representative and elected former HISD trustee, I remain committed to fighting
for HID constituents. Mike Miles, you uncertified superintendent, and you, the unelected Republican
appointed board of managers, are acting like straight dope fiends, begging for $4.4 billion to fuel
your addiction to destroy HISD and public education. After losing the bond fight, because we fought
your millions with our hearts, you've resorted to stealing and selling off HID.

[07:30–08:00]
Off HISD assets, including 19 properties, and wasting taxpayer dollars on armored cars. We see
through your con. We don't trust any of you or your plans. Whether it's another bond or some of you
running for office, we will campaign against you. The bond defeat was absolutely a referendum on
your collective failure and on governor average interference. You all need to go. We will fight
unrelentingly to kick you out of HISD. We have nothing better to do than the fight to save our
community. HIZ's future. Once you're gone, we will rebuild HISD.",0
4,0:08:00,0:10:00,"[08:30–09:00]
Thank you, Representative Jones. We will now hear from HISD Board of Education Trustee Savant Moore.
The Bible says that it was good that I was afflicted. At the election polling place, every day an
election judge was called on me. Security was called on me, saying that I could not be there
advocating for my community, even though I was 150 feet away.

[09:00–09:30]
We want a seat at a table. On your next bond proposal, make sure there's no school closure or co-
location, or it will fail again. You can spend millions upon millions, but you do not have the
people's backing. Kids can't wait. Reverse your bus policy because I'm still waiting on you as every
day I take kids to school because you don't provide a bus. Healthy schools now. Make sure that you
allocate funds to fix the issues with our school while we wait for a new bond. We'll take politics
out when you take the business out. Because it's funny that the two schools.

[09:30–10:00]
The two school two properties that you have for sale now were supposed to be CTE in the barn
proposal. We are against the reservoir. Let's make it better than the place that we live while we're
here. And remember to remember that this is public education. You have to listen to the public. God
bless you. Thank you, Trustee Moore. We'll now hear from HSD Board of Education Trustee Placido
Gomez. Thank you. I want to implore you to stop.",0
5,0:10:00,0:12:00,"[10:00–10:30]
saying that people who disagree with you are just putting adult interest over students. I voted for
the bond, and I'm also disappointed in the outcome. But that people who voted no care about kids
just as much as anybody else. I know this for a fact because I've had several conversations, and
everybody agrees that our kids deserve better facilities. And in the next two years, I'll be working
with people who are against the bond and people who are for the bond to craft something with
community input that addresses our students' needs in a way that the community can get behind. Mr.
Miles, you and I have roots in the same region of the United States.

[10:30–11:00]
and you understand better than most how unlikely it is for someone who went to the schools that I
went to to be here right now. And we're on the exact same page about the urgency that our black and
Latino students face, particularly with the election of a crazy person to the Oval Office. But what
I want everyone to take away is that everybody here is also on that same page. That includes Houston
GPS, Good Reason Houston, and CVPE. The union is what our kids deserve more than anything is for all
of us to recognize that our enemy is not each other, even though it's more fun to nine.

[11:00–11:30]
More fun to find the battle station sometimes, but the enemy is the fact that our students have gone
against centuries of racism and oppression. They deserve for all of us to work together on their
behalf. Thank you. Thank you, Trustee Gomez. We will now hear from State Representative Lauren
Simmons. Hey, best friend. Remember me? We had a cute little conversation a little while ago,
probably a year and some months now. And I will say, I'll take it back because I said you've never
inspired anybody in your life, but you did you inspire.

[11:30–12:00]
But you did, you inspired me to run for office. So I appreciate that. I'm here to express my
disappointment specifically with your response to the bond failure. You all own this. And you know
what? I really appreciate y'all looking at me. I guess getting elected makes things change because
y'all never ever look at me. It's cool. And yes, it's a one-sided conversation because you're
sitting at the desk. That's your job. Just a quick reminder. So I appreciate that. But I'm not here
just for me. I'm here on behalf of my constituents. Some in a part of the district who were not
happy about you from the beginning. But I had many of the people that I represent because I was
elected.",0
6,0:12:00,0:14:00,"[12:00–12:30]
to represent people who initially welcomed the takeover. They wanted it, and they were gonna give
you a chance. You've lost them. I was one of the usual suspects. I was always gonna be upset, but
you lost people who were welcoming you. You own that failure. I'm disappointed at the continuity in
my district. I'm just I'm upset about what's happening with last year in Thurrow. I still haven't
gotten a clear answer to this day about what a co-location to a middle school does for kids when we
have to underen roll in elementary school in third war.

[13:00–13:30]
In thoroughboard. I'm going to ask that we make eye contact with Mr. Miles. Can you hear that?
Respect goes a long way. I'm here in a different capacity, so I'm going to try to temper myself a
little bit because I do recommend people. But at the very same time, I meet you the military has
just begun. You need to come talk to us. You need to sit with us in our basement and explain what
you're doing for us every single time. I want to say a board president from the 90s gave a very nice
response about what y'all could do. I would suggest you take heed to that. Talk to us. Work with us.
Board's gonna fail every single time. Thank you.

[13:30–14:00]
We will now hear from speakers who identified themselves as students when they checked in this
evening. Speakers, please identify yourself when you step to the microphone. Our first student is
Luca Candida. Are you here? If we could have all our students who are here, if you could move to the
front. Um thank you. Rome Cardenas, are you here?",0
7,0:14:00,0:16:00,"[14:00–14:30]
I think we're gonna have some late arrivals. There's some traffic issues. So I'm gonna keep calling
names, and when you hear your name, then we can we can start. Eliana Gottlieb? Sophie Grace Rojas?
Thank you, Sophie. Um, my mom says I have to be nice and not ruin my eyes, so I won't say what I
really wanna say about you losing your bond money. Hi, it's me, Sophie Grace Rojas. Remember me? The
kid who still who still isn't getting

[14:30–15:00]
help, be help I need because my teachers are too busy moving fast and talking fast for me to
understand my work. Shame on you for saying yes, NES is so great. Did you know? Wait, did you know
that one of my um accommodations is small groups and in NES? Small groups means I get sent to the
team center to do my DOL in a small with with the learning.

[15:00–15:30]
With a learning coach who isn't certified to help me with my learning needs. In my A my ARD meeting
on Tuesday, I I heard my teacher ask how I'm going to do it. Thank you, Sophie. Luca? Luca Candida,
you ready?

[15:30–16:00]
Okay, we'd like two minutes, but this time he's doing it in Italian. He decided he wanted to do it
in Italian. And I'll translate for him. Okay. Two minutes, please. When do I start? No. Me chiamo
Luca Candida. Studenti e Maestri Meritano Meritano di Sentirsi Sicuri e Felici Ascuola. When una
persona é vittima di bullismo, tutti soffrono.",0
8,0:16:00,0:18:00,"[16:00–16:30]
My name is Luca Candida. Students and teachers deserve to feel safe and happy at school. When one
person is victim of bullying, everyone suffers. Multi wait where here. Multi maestri and studenti
hanno lashato le squale di Houston. Compresa a la mia. Many teachers and students have left HISD,
including and our

[17:00–17:30]
schools, including mine, since the takeover of the TEA. Andare a scuola non è più divertente come
una volta. Going to school isn't as much fun as it was before. Per favore inizia a trattare tutti
meglio. Please start treating everyone better. Grazie. Thank you. Thank you. Lucas Morosi. Is Lucas
Morosi with us?

[17:30–18:00]
Hello, my name is Lu wait, can I start? Yeah. Sure. Hello, my name is Lucas Morosi and I'm a student
at Harvard Elementary. Dr. C made Harvard a special place. She would o she would always walk around,
talk to us kids, and ask about our day. I've known Doctor Berez since kindergarten. She always made
me feel like she cared about me and wanted me to make sure I was go I was doing well. With her gone
too, it feels like I'm",0
9,0:18:00,0:20:00,"[18:00–18:30]
losing the people who help me feel supported at school. It's sad. It's hard to go to school every
day not knowing who's going to stay and who is going to leave. I wish we could keep the people who
understand us and want to make our school better. Please don't take any more of our people away.
Thank you for listening. Thank you. Mathis Morosi. Good evening, board members. My name is Mathis
Morosi and I am a third grader at Harvard. Since the start of this school.

[18:30–19:00]
year, my days at school feel really rush. Every minute of the day is planned for something. After we
finish one subject, we have to start the next one right away. There's no time to take a quick break
or even think about what we just learned. It's hard to keep up. And it makes me feel very stressed.
Like I can't catch my breath. I think having a few minutes between subjects would help us feel more
ready to learn and focus better. We also have have a lot of DOLs and exit tickets and tests. That
makes it even harder.

[19:00–19:30]
It's even harder. We get tested so often, it feels like I'm spending more time taking some kind of
test than learning. My parents say what I learn is more important than the grades, but it doesn't
feel like that at school. School feels like it's all about tests. I wish we had fewer of these so I
could spend more time learning and reading. Thank you for listening. Thank you so much. Jasper
Pearson. You got it. You got it. My name is Jasper Pearson, and I'm at

[19:30–20:00]
fourth I'm and I'm in fourth grade at Harvard. The library at my school is my favorite place. It is
calm and quiet. I go every week with my class and I can pick anything I want. I read nonfiction
books about cats and fantasy books with dragons. My library has so many kinds of books. My school
has a book fair and every year we have the 40 book challenge. I get to I get to go to uh a donut.",0
