chunk_id,window_start,window_end,text,binary_hit
0,0:00:00,0:02:00,"[00:00–00:30]
Ready? Okay. All right, good evening, everybody. Um, this meeting is now convened at 5 02 p.m. We
would like to ask that everyone please silence your cell phones. A quorum of the board members is
present in the board auditorium. They are from my right. Cassandra Ozanne Bandy, Michelle Cruz
Arnold, Jeanette Garza Lindner, myself, Audrey Mominai, Paula Mendoza, and Adam Ravong. If there are
any elected officials here, I see Mr. Moore, please stand and be recognized.

[00:30–01:00]
Thank you for being here with us tonight. We will now be joined by a member of the Junior Reserve
Officer Training Corps to lead our pledges. I would like to ask that Ms. Dr. Michelle Cruz Arnold
please introduce tonight's pledge leader. Thank you, President. Cadet First Lieutenant Ashley
Sanchez Navarrett is a junior at Stephen F. Austin High School where she oversees 120 cadets. She
serves as the assistant to current operation in her cadet program. She maintains a 3.66

[01:00–01:30]
grade point average and is actively involved in the science club. In her free time, she enjoys
science, going to the gym, dancing, and playing the bass guitar. She is determined to attend Texas
AM University, where she will pursue a degree in neuroscience. She plans to enlist in the military
while studying at Texas AM with the goal of becoming an Army officer. Once again, Cadet First
Lieutenant Ashley Sanchez Navarrett.

[01:30–02:00]
Please stand for a moment of silent meditation and remain standing for the U.S. pledge and the Texas
pledge. I pledge your allegiance to the flag of the United States of America and to the republic for
which it stands, one nation under God, indivisible, and with liberty and justice for all. Now the
Texas pledge. Honor the Texas flag. I pledge your allegiance to the Texas, one state under God.",0
1,0:02:00,0:04:00,"[02:00–02:30]
Say under God, one and indivisible. Thank you, Cadet. First Lieutenant Navaritz. Superintendent
Miles, do you have the floor? Thank you, President Audrey. Um January is School Board Recognition
Month, and I'd like to take this opportunity to thank all the members of our school board this
evening for your dedication to children, families, and staff of HISD. Your commitment

[02:30–03:00]
to ensuring the best outcomes for our kids is helping to drive transformative change in our district
and is already resulting in significant improvements to the quality of education in HISD and to
student academic success. This progress could not have been achieved without your support and
leadership. You've answered a call to serve and are providing an important civic duty. You stepped
up to serve our students, our community, and our city. You give of your precious time to make HIST.

[03:00–03:30]
and Houston stronger. This is no small tas that you've taken on. It's noble, it's urgent, it's
serious, it's important. Cassandra, Michelle, Jeanette, Angie, Audrey, Paula, and Rolando, Rick, and
Adam, the board members who are a couple that are not here. I have

[03:30–04:00]
I appreciate your service and look forward to realizing our shared vision of providing an excellent
education that our children deserve. Thank you so much for your service. Now, in the spirit of
appreciation, we are going to begin a new tradition at our board meetings. Each meeting will begin
by",0
2,0:04:00,0:06:00,"[04:30–05:00]
We'll begin by spotlighting and celebrating the HISD community. Each day, week, and month, our
students, teachers, staff, leaders, and partners accomplish incredible feats. So at each meeting, we
will showcase up to three members of our community. Tonight I'd like to begin by recognizing the
Waltrip High School Ram Band for its performance in the All-State Sugar Bowl Parade earlier this
month.

[05:00–05:30]
The marching band also won numerous awards, including the top prize at the Sugar Bowl's Field Show
Competition. So I would like the following people to stand and be recognized. Please hold your
applause to the end. Assistant Band Director Johnny Olivaras. Band drum major Jacob Gomez.

[05:30–06:00]
And Executive Director Rhonore. We're so proud of you, and congratulations. On a personal note, I uh
I want to thank all the students and the parents of the band. I'm a marching band dad myself. Spent
many times watching my kids on the on the field. I know how much precision and practice it.",0
3,0:06:00,0:08:00,"[06:00–06:30]
takes to really uh do well and then be invited uh to the uh sugar bowl or any other parade. So thank
you and please thank the the students uh on my behalf and the board's behalf. And then um, as you
know, uh we also had uh the um a crisis in in New Orleans, and I was so happy uh because I got these
calls, but I could rest a little bit easier because the HISD police department.

[06:30–07:00]
escorted the Waltrip High School Ram Band to New Orleans for the Sugar Bowl. So if if the following
people could also stand and be recognized, Sergeant Melva Dionda, Officers Marcus Henry, Koshana
Connolly, Anna Contreras, Pedro Lopez, and Melissa Gonzalez. Please stand and be recognized.

[07:00–07:30]
Thank you everybody for being cool under pressure and really keeping our kids safe. That's uh very
honorable. Thank you very much. Now President Mamani will share our next two spotlights. Thank you.
And I was a band um member, so um congratulations. That is super exciting. I'm sure you all had a
great time. Um I'd like to invite Mia Dominguez to the microphone. Ms. Dominguez is an ambassador.

[07:30–08:00]
Girl Scout with the Girl Scouts of San San Jacinto. Ms. Dominguez, come on up. Hello, Houston
Independent School District Board. My name is Mia Dominguez, and I am an ambassador with Troop
307-221, and I'm from Debeke High School for Health Professions. Being a Girl Scout is one of the
things that I'm most proud of. It has allowed me to experience new things, help my community, and
make great friendships along the way. I've been given the opportunity, and I've been given the
opportunity to earn awards such as.",0
4,0:08:00,0:10:00,"[08:30–09:00]
my bronze and silver award, for which I made a blessing box and little free library. So today, on
behalf of all the Girl Scouts and HIS Z, I would like to thank you guys for making HISZ a place
where girls can challenge themselves, be confident, and make their community and the world a better
place. So as a sweet token of our appreciation, we brought you guys Girl Scout cookies today. Thank
you. Thank you. Thank you very much. Thank you.

[09:00–09:30]
Next, I'd like to invite Kathleen Onby to the microphone. Ms. Ohnby is the executive director of the
Spark Park program, which has partnered with HISC for many years to develop community parks at
schools. Ma'am, thank you for being with us tonight. Thank you. Well, Happy New Year to everyone. I
brought calendars thanks to the HISD print shop. They have done a great job again. This is actually
our 25th calendar that we've done. We printed 15,000. So if you can think of a friend or relative.

[09:30–10:00]
that needs a calendar. There's some in a box at the back. But this is a great calendar, and we're so
proud of it each year. This highlights public art components in 12 schools, and this calendar, nine
of the 12 schools, are in HISD. And so y'all should be proud of this calendar. We are now working,
this is our 42nd year of having Spark, and we are in, we have 167 active.",0
5,0:10:00,0:12:00,"[10:00–10:30]
Active Spark Parks, and we're working in 18 school districts. And as far as HISD goes, in 2024 we
dedicated eight parks, and we are doing a great job in HISD, and we appreciate any of you and Mr.
Rabone. I know you've been to one of our dedications, and I know Miss Lindner has been in a
dedication, and I think Miss Arnold has been in a dedication, and we always invite all of y'all to.

[10:30–11:00]
come to one of our dedications and witness the transformation we make on a campus and the kids
participating in the celebration of making their campus a better place and the community enjoying
what we do on the campus. And we're sort of a two person shop, and so my other person is Elizabeth
Halley, and so she's here with me. And so again, I want to thank y'all for your support over the
years. We want to continue working with HISD. I'm a

[11:00–11:30]
product of HISD. I went to Red Elementary and then Johnston Middle School and Westbury High School.
My mother was on the board of HISD and at one time was president of the board. And so HISD is in my
blood. And so I want to thank you all for your service and thank you so much. Thank you. Thank you.
And thank you for your support of our kids. The spark parks are amazing places for them. Before we
begin to hear speakers to agenda items, I want to note

[11:30–12:00]
that the board is postponing discussion and action on the second readings of board policies BE local
and BED local, which relate to public participation in board meetings. The policies are not in this
month's agenda. The committee needs more time to consider them, and we'll be bringing those back in
the future. In addition, we will not be considering agenda item seven: approval of proposed
revisions to board policy CH local, purchasing and acquisition first reading tonight. We will now
hear from our registered speakers. We'll begin with public officials, followed by student speakers.",0
6,0:12:00,0:14:00,"[12:00–12:30]
both in person and on Zoom. We will then hear from in person speakers to both agenda and hearing of
the community, followed by all remaining Zoom speakers. Please note that Spanish live captioning is
available for those viewing the meeting via live stream, and live Spanish interpretation is
available to the people in the auditorium. Public comment during school board meetings will only be
available to those persons who have signed up to speak prior to the meeting time per current
protocol. Verbal and other disruptions by persons during the school board meetings are not
acceptable as they inhibit the board's ability to conduct business and the public's ability to
observe those processes.

[13:00–13:30]
Persons who participate in such behavior will be given one warning, and if the behavior is repeated,
they will be asked to leave the meeting. We have 79 speakers who will be limited to one minute each
per board policy as we have more than 30 people signed up to speak this evening. We ask that you
please stay on topic and refrain from naming individuals, especially students, as their identity is
protected under the law, but you may name your own child. I ask that you please respect our
procedures and the other speakers and end your comments promptly when your time has expired and the
timer rings. We will start with public officials. Will HISC Board of Education um

[13:30–14:00]
Um Trustee Savant Moore, please come to the microphone, sir. Thank you for your service. Happy New
Year, Felice Nuevo Annuals. Um, if it can be reversed, United Healthcare has a historical of denying
claims and overcharging for medication. Choose another insurer. In the Bible, Jesus came into the
room and he said, You have turned this house of prayer into a den of thieves. I hope that you're not
turning this house of education into a den of deficit. Six hundred and sixty-four plus million. If
it truly was a mistake, we found",0
7,0:14:00,0:16:00,"[14:00–14:30]
Was a mistake, we forgive you, sir. But we ask that you replace the board rule of a hundred thousand
dollar purchase back and state it like it was previously. Read the room. We would like you to remain
the president of the board. If not, please pick someone like Mr. Martinez. He's bilingual, he's
actually seen in the community. Don't pick anyone that has certain allegations where the community's
gonna say something. He's a great man, but right now we need to, you know, keep us out of news as
best as possible. The community will be pushing for

[14:30–15:00]
For the mission of Morale to begin the transition in June 25. So, as a board, think consider the
three people that will be the first people to volunteer. And lastly, you're in Texas. Show Southern
hospitality. And if you can't do it, at least act like you did today. It was a great start of the
year. Let's show accountability, compassion, transparency because we want to work with you, not
against you, because it always will be about the children. Thank you all for your service. It's
going to be a great year. God bless you and God bless HIV. Thank you. Okay, our our next speakers
will be.

[15:00–15:30]
uh student speakers, and our first student speaker that I have that is present is Eliana Gottlieb.
Yes, ma'am. Earlier this week, we learned HISD's state appointed superintendent, Mike Miles, spent
eight hundred and seventy million dollars over a 16-month period without the appointed board's
approval. And can I just say for a group of people who are so hung up on following procedures like
care?

[15:30–16:00]
Like carrying a traffic cone to the bathroom. Would you think you would follow your own procedures
when spending almost one billion dollars? If you want the trust and partnership of the community,
you have to be fair. You have fired teachers, principals, and administrators for much less. When
asked by the media if any employees have been disciplined or fired because of this incident, Mike
Miles said, Not yet. Superintendent Miles, you are in charge, and this is your responsibility. The
buck stops with you, sir. Board members, please address this lack of oversight the same way.",0
8,0:16:00,0:18:00,"[16:00–16:30]
you would at your businesses or jobs. Both you and the community know that a formal investigation is
absolutely necessary for this kind of incident. Thank you. Thank you. Our next um speakers that are
student speakers, I believe, are on Zoom. Is that right, Miss Smith? Adidas Sage Bentner. You may
begin.

[17:00–17:30]
Oh, we can't hear you, honey. Oh, wait. That screen is off. Miss Smith. We can come back to you if
you want to reset your audio. Yeah, let's do that. Okay. We'll come back to you.

[17:30–18:00]
Um Ella Taylor. You can unmute yourself and begin. We can't hear you. Is this us? Let's check. Is it
possible it's on our end maybe? The control room's gonna need to check. Okay. Um let's come back
maybe. Let's see if they can check on the audio and see if that's if that's our problem or something
else. Okay. So let's go to um",0
9,0:18:00,0:20:00,"[18:00–18:30]
adult speakers. Our first speaker tonight is Kathy Beasley. Um and if the first y'all have numbers,
if the first ten folks wouldn't mind coming forward, that'd be super helpful. I think it'll help us
move along. Thank you. Yes, ma'am. My name is Kathy Beasley. This is in memory of my mother, a
teacher on what would have been her 88th birthday. I dream of classes of children enjoying learning
and not fearing what is who is coming to the door to observe. I dream of students not worrying about
what is happening to their teacher and being able to focus on the joy of being a child. I dream of
wraparound service.

[18:30–19:00]
I dream of wraparound services being restored to all children having access to the help they need. I
dream of underprivileged students not being used for the sake of appearances. I dream of adults who
behave in adult-like ways as an example to students. I dream of a public education system that is
not riddled with greed and blatant misuse of funds. I dream of teachers not being belittled and
demeaned. I dream of returning to a school that I once loved. I dream of good things happening to
good people and exposure happening to the bad. But most of all, I dream of an end to this odious
takeover and the restoration and return.

[19:00–19:30]
of this public school system to its rightful owners, the taxpayers of the great city of Houston.
Thank you. Thank you. Our next speaker is Carmen Nunzio. Ms. Nunzio. Good evening and happy new
year. This is for Mike Mouse, Superintendent. We have been trying to work with you. We have been
trying so hard to work with you, and yet you keep doing things your way.

[19:30–20:00]
I think we deserve an explanation as to how you were allowed to spend $870 million. $870 million
without receiving required school board approval. When the bond didn't pass, you said you we didn't
put kids first and that you were going to put them first. You can't put kids first when you are put
in teachers last.",0
