chunk_id,window_start,window_end,text,binary_hit
0,0:00:00,0:02:00,"[00:00–00:30]
Okay. Okay, good evening everyone. This meeting is now convened at 511 p.m. I would like to ask that
please everyone silence your cell phones. A quorum of the board members is present in the board
auditorium. They are from my right on the platform. Cassandra Ozanne Bandy, Jeanette Garza Lindner,
Angela Lamont Flowers, myself, Audrey Mominae, Brick Campo, Rolanda Martinez, Paula Mendoza, and
Adam Ravon, and board member Michelle Cruz Arnold is joining us live via Zoom. Is she on? Okay, she
is not with us yet.

[00:30–01:00]
Um I understand that there are some uh elected officials here this evening. Uh I see Mr. Savant
Moore. Mr. Moore, uh understand you wanna talk to us for a minute? Okay. Good evening. Rest in power
to Sergio Rodriguez, Leighton Payton, Scott, um Gidhausen. This semester we have suffered tremendous
losses. I am however incredibly proud of the HISD community for coming together

[01:00–01:30]
together. In less than 24 hours, we have raised almost $20,000 to help with the Rodriguez family's
funeral expenses. Today I urge you not to take away today I urge you not to take away community
engagement. When my aunt passed away I was still able to speak via Zoom earlier this year year.
Proof that innovation and inclusion can coexist. We don't need performative actions that waste
unnecessary funds. If you want to honor my ancestors, do right by their descendants. Let HISD be a
district of math and reading scholars, not just

[01:30–02:00]
great test takers. If fiscal responsibility is the goal, don't sell our properties. Lease them out
to generate revenue indefinitely. Run this district as you would your business with the
shareholders, our taxpayers in mind. They deserve a return on their investment. Policies exist for a
reason. The original 100k threshold between approval was raised to 1 million. When do we address the
steadily increasing deficit? We will be in Austin pushing for a bill to require text doc to build a
pedestrian overpass when trains block the right of way of",0
1,0:02:00,0:04:00,"[02:00–02:30]
school. This is about protecting our children and ensuring their safety is prioritized. I foresee
significant leadership changes in 2025. But while we are here, let's do right by the city. This is
Easton, Texas. A city with a standard of excellence. Let's ensure HISD reflects that excellence. I
hope that you all have a great Christmas. May God bless you, and may God bless HISD. Thank you, Mr.
Moore. Um the the board would like to um take a moment of silence to recognize the Milby High School
student.

[02:30–03:00]
Be high school student, we lost this week. If we can have a moment of silence. We will now be joined
by a member of the junior reserve officer training corps. Do we have them? Do we know? I don't think
so. Okay. I would like to ask that Mr. Adam Ravon please.

[03:00–03:30]
Please um lead us in the pledge of allegiance this evening if you'll please stand and join us in the
pledge. I pledge allegiance to the United States of America and to the Republic of Richard Stands,
one nation, under God, indivisible, and liberty and justice for all. And for our state flag, honor
the Texas flag. Texas, one state, under God.

[03:30–04:00]
Thank you. I will uh now ask that board member Cassandra Ozan Bandy please read a resolution
resolution honoring Dr. Doris Delaney this evening. Thank you, Madam President. Dr. Doris Delaney
has been overseeing and supporting transform transformative progress in the Houston Independent
School District for more than eight years.",0
2,0:04:00,0:06:00,"[04:30–05:00]
And whereas Dr. Delaney is a graduate of Kashmir High School and is the parent of an HISD graduate.
And whereas in 2016, Dr. Delaney was appointed by the Texas Education Agency to oversee Cashmere's
improvement and was then appointed a districtwide conservator in 2019. And whereas Dr. Delaney is a
lifelong educator, before her work as TEA conservator, she retired after 30 years of service in the
all

[05:00–05:30]
Service in the Aldean Independent School District, first as a teacher and campus leader, and then a
district administrator. And whereas Dr. Delaney's experience and insight have been invaluable to
HISD as it continues the work of improving student outcomes and district governance. Therefore, may
it be resolved that we, the members of the HISD School Board and the Superintendent of Schools,
congratulate and commend Dr. Doris Delaney as she celebrates her retirement and extend our
gratitude.

[05:30–06:00]
Gratitude for her service and best wishes for her peace, health, and happiness. Houston, Texas, this
tenth day of December, two thousand twenty-four. Dr. Delaney, thank you so much for all you've done
and congratulations on your final retirement.",0
3,0:06:00,0:08:00,"[06:00–06:30]
Thank you. We're gonna make Dr. Delaney come back. Um before we begin hearing from speakers, I just
want to note that we will be pulling agenda items eight and nine. I'm sorry, that's not right. Uh we
will be pulling ag an agenda item related to the BED local from the consent agenda later in the
evening. This

[06:30–07:00]
item concerns public comment and how we run our meetings. And we have, and these two I that
particular item, BED local, has been brought before the board for consideration by the policy
committee for further discussion. Okay, we are now turning to speakers to the school first
presentation and the discussion and report on agenda item one, acceptance of board monitoring
update, presentation of goal for progress measure 4.3. I believe we had one more elected official
who I do not see.

[07:00–07:30]
Is Miss Hernandez here? Emily? Okay. Ah, there she is. Okay. Oh, yes, please. Hi, good evening,
everyone. My name is Dani Hernandez, and I am one of the elected trustees. I am here to talk to you
about agenda item four. To me, agenda item four is very troubling and confusing because purchases
from August.

[07:30–08:00]
of 2023 are just not making it to the board's agenda and not even for approval. The money has
already been allocated. This amount of money is astronomical. I completely understand that HISD has
to spend money. But as an elected trustee, I always receive the information beforehand and in a
timely manner, and the cooperative agreements were not as significantly. Um have not were not as
big. There are multiple contracts with the same vendor for over a million dollars, and the policy is
very clear.",0
4,0:08:00,0:10:00,"[08:30–09:00]
Financial responsibility is the board's responsibility. Also, for agenda item nine, um, changing
policy that makes board meetings more accessible, less accessible to the community is not um is not
okay. And we just voted as an elected board on it three years ago to allow for the sooner meetings.
Um, lastly, I want to make sure that we keep the Millby students and our the community in our
advice. Thank you. Thank you. Okay, we will now hear from um public officials, student speakers.

[09:00–09:30]
and speakers who wish to address the public hearing on the school financial integrity rating system
of Texas or School First and Agenda Item One: Acceptance of Board Monitoring Update Presentation of
Goal 4 Progress Measure 4.3. Please note that Spanish live captioning is available for those viewing
the meeting via live stream, and live Spanish interpretation is available in person in the
auditorium. Public comment during school board meetings will only be available to those persons who
have signed up to speak prior to the meeting time per current protocol. Verbal and other disruptions
by persons during the school board meetings are not acceptable as they inhibit the board's ability
to.

[09:30–10:00]
conduct business and the public's ability to observe those processes. Persons who participate in
such behavior will be given one warning, and if the behavior is repeated, they will be asked to
leave the meeting. Tonight we have 96 total registered speakers. Speakers will be limited to one
minute each per board policy as we have more than 30 people signed up to address the board tonight.
We ask that you please stay on topic and refrain from naming individuals, especially students, as
their identity is protected under the law. But you may name your own child. I ask that you please
respect our procedures and the other speakers and end your comments promptly when your time has
expired and the timer rings. We will start with",0
5,0:10:00,0:12:00,"[10:00–10:30]
We'll start with um uh our first speakers. Okay. Is Miss Bergman or Mr. Bergman here? Yes. And if
you'll pull down the mic, we'll probably

[10:30–11:00]
be able to hear you better. Hello? Yes, sir. Yeah. Good job. Like start. You can go ahead. Uh yeah,
uh my name is Tori Berkman. Uh I go to the Mandarin Immersion Magnet School. Uh and uh recently uh
when our middle school art teacher, Mr. Samson, was uh terminated. Uh he has appealed his
termination, but I I don't think it's right because

[11:00–11:30]
Riot, because he he was a great teacher. Uh he only got to teach us for uh for around three months,
but he was an amazing teacher. He was one of the best teachers I've ever had. Uh and I I just don't
think it's fair that uh uh the board has chosen to terminate him uh because he was an amazing
teacher. And uh I'm done. Can I just go back? Okay. Thank you.

[11:30–12:00]
Okay, our next speaker is Adidas Sage Bittner. And after her will be Luca Candida and Leon or Leon
Garza Lopez. Yes, ma'am. Hi. Wait, can I be in? Yes, you can. Hi. My name is Adidas Sage Bittner and
I'm a fifth grader at Conda Elementary speaking on HISD's question will report on students with
disabilities. First, your numbers prove you're failing students of color. White and Asian students
are crushing it, while black and Hispanic students are left behind.",1
6,0:12:00,0:14:00,"[12:00–12:30]
Where's the real support? This isn't a team. It's discrimination disguised as education. Second,
your fancy test scores are meaningless. You're bragging about half a pizza without admitting most of
it is stale and tasteless. These numbers don't prove learning. They prove you're good at playing
statistical games. Third, your planned teacher training is a vague promise. How often is training?
How good? Or is it is training just more spot scores to condemn teachers? You can't say you're
helping. You need to prove it, and you need to get honest teacher feedback.

[13:00–13:30]
to improve it. Bottom line, your report looks good on paper, but in real classrooms, you're failing
students who need help. Who need mo who need help most. Do better. Thank you. Whenever you're ready.
It shows one minute.

[13:30–14:00]
Okay, we'll adjust it. We're gonna have translation. Okay, go ahead. Hola, my name is Luca Candida y
estoy in secondo grado. Hi, my name is Luca Candida and I'm in second grade. Otra maestra dejó
nuestra escuela este mes. Another teacher left our school this month.",0
7,0:14:00,0:16:00,"[14:00–14:30]
I quatro clases de secondo grado ando grados in total. Two of my classmates left to go to a private
school. Um there's four classes in second grade, eight grades total, which means that the number of
students that have left this year is big.

[14:30–15:00]
When will you realize that what you are doing is not working?

[15:00–15:30]
Hola, me llamo Hola señor Mario, me llamo León Garzalo y estoy en segundo grado. Señor mio, nosotros
somos como las palomitas, se preparan todas juntas en la misma olla, a la misma temperatura y con el
mismo aceite, pero no todos los granos revientan al mismo tiempo.

[15:30–16:00]
Nosotros aprendemos de diferentes maneras, unos viendo, otros escuchando, otros leyendo y otros. Así
nosotros necesitamos biblioteca, paseos, clases de arte, clase de música, maestro, bilingüe y
calificaciones para aprender, incluso hay niños que necesitan más ayuda para tener buenas
calificaciones.",0
8,0:16:00,0:18:00,"[16:00–16:30]
Mr. Miles, we are like popcorn. We uh we prepare all the kernels together in the same pot at the
same temperature with the same

[17:00–17:30]
oil, but not all of the kernels pop at the same time. We learn different ways, one by watching,
others by listening, others reading, and so on. We need libraries, trails, art classes, music
classes, bilingual teachers, and qualified people to teach. There's even students that need more
help to get better scores. Mr. Miles, we are not machines. We are in a way that is fun. I like
reading a lot, and I'd like school to be fun for everybody. Thank you.

[17:30–18:00]
Our next speaker is Lily Clayton. Lily Clayton. Who will be followed by Annalia Espinoza and Eliana
Gottlieb, and then Katie Moore. Hi, my name is Lily Clayton, and I'm an eighth grade student at Hogg
Middle School and a graduate of Harvard Elementary. One thing I need you to understand is not every
student is the same. Every single person is different, and every single person deserves an education
that caters to them. Some kids have disabilities and struggle to learn, so we'll one size fits all
education.",0
9,0:18:00,0:20:00,"[18:00–18:30]
is not gonna work. As a dual citizen, I'm a person who values education and learning. But how can I
possibly be excited going to school every day when my teachers are so visibly stressed about
termination that they can't teach in a way that works for them? I have spent countless class periods
on math DOLs that are impossible to solve and on English DOLs that are grammatically incorrect. This
is not a high quality education. I can't learn like this, and I know most others struggle way worse
than I ever have. We don't need DOLs and hot questions. We need teachers that will be there for us,
support us through struggles, and help us learn to our full potential in their own way. So please.

[18:30–19:00]
for the sake of your students, do better. Thank you. Our next speaker is Analia Espinoza. Are you
Annalia Espinoza? Annalia Espinoza? No? Okay. Eliana Gottlieb. Yes, ma'am. Good evening. I'm Eliana
Gottlieb. After the bond failed last month, there was a lot of talk from the BOM about better
community engagement. The changes presented in Agenda Item 9 are the opposite of community
engagement. This is a five o'clock meeting on a week.

[19:00–19:30]
Meeting on a weekday. Eliminating the option for children to join through Zoom limits community
engagement by excluding people without reliable transportation, people with young children, people
with disabilities, people with jobs, and especially students. Post-COVID, joining a meeting through
Zoom is an expected option, and removing it makes it difficult for many community members to voice
their opinions. Also, I would like to address the proposed changes to the student speaker policy.
The proposed policy would allow the board president the discretion to not give priority to student
speakers. Miss Momanai, I encourage you to continue the practice of letting student speakers go
first, as it allows us to get

[19:30–20:00]
home and study so we'll have high test scores. Please consider tweaking these policies to allow for
better community engagement. Thank you. Thank you. Our next speaker is Katie Moore. Katie Moore. Is
Katie Moore here? Okay. Uh Miss Moore, then Ella Taylor, um who I don't think is here yet. William
Tredinick, and then William Wrigley, and then Sebastian Wu. Okay. Miss Moore? Hi, Katie Moore, reset
being representing",0
