chunk_id,window_start,window_end,text,binary_hit
0,0:00:00,0:02:00,"[00:00–00:30]
Okay. All right, good evening, everybody. The meeting is now convened at 511 p.m. I would like to
ask that all everybody please silence your cell phones. A quorum of the board members. Quorum of the
board members is present in the board auditorium. They are for my right. Cassandra Ozan Bandy,
Michelle Cruz Arnold, Jeanette Garza-Linder, myself, Audrey Mominae, Rolando Martinez, and Adam
Ravon. If there are any elected officials, I see a couple up front.

[00:30–01:00]
Front, welcome. Please stand and be recognized. Thank you for being here with us. Um, we will now uh
be joined by a member of the junior reserve officer training corps to lead our pledges. I would like
to ask that board member Rolando Martinez introduce tonight's pledge leader. Thank you, Vice
President Munai. Um Cadet Lieutenant Colonel Kaylin Masquez is a senior at Heights High School and
in her fourth year in the ROTC program, JROTC program. She serves as a battalion.

[01:00–01:30]
commander and oversees over 130 cadets. Cadet Vasquez is ranked in the top 20% of her class with a
grade point average of 4.3. She is a web design magnet student in the technology career pathway, a
member of the National Honor Society, President of the Astronomy Club, and has served as commander
of the JROTC physical fitness team and the JROTC leadership and academic team. She has won numerous
JROTC awards recognizing her academic and leadership accomplishments. She is also passionate about
serving the community and has over 200 community service hours.

[01:30–02:00]
Upon graduation, she plans to attend the University of Houston and major in graphic design. Thank
you. Will you please rise for a moment of silent meditation? Thank you. Please remain standing for
the Pledge of Allegiance and the Pledge to the Texas flag. I pledge allegiance to the flag of the
United States of America and to the republic for which it stands one nation under God, indivisible,
with liberty and justice.",0
1,0:02:00,0:04:00,"[02:00–02:30]
for all. Not the Texas pledge. Honor the Texas flag, I pledge allegiance to the Texas, one state
under God, one and indivisible. Thank you. Thank you, Cadet Vasquez. Next, I would like to ask that
board member Michelle Cruz Arnold please read our proclamation re recognizing Women's History Month.
Dr. Cruz Arnold.

[02:30–03:00]
Thank you. Whereas women have made significant contributions to the growth and strength of our city,
state, and nation in countless ways, and whereas throughout our nation's history, women have been
leaders in shaping our economy, culture, and values, building a foundation for strong families and
communities across America, and whereas it is appropriate to gratefully acknowledge the skills,
abilities, and achievements of all women who support excellence and success at every level of the
Houston Independent School District, now, therefore, we, the HIS.

[03:00–03:30]
We, the HISD School Board, and the Superintendent of Schools do hereby proclaim March 2025 Women's
History Month, an HISD, and we encourage all to join in this observance an expression of
appreciation for the contributions of women. In witness thereof, on this 20th day of March 2025,
thank you very much, Dr. Arnold. Now I believe we have other recognitions by the superintendent.
Sir, you have the floor. Yes, ma'am. As noted in our Women's History Month proclamation.

[03:30–04:00]
This is a time when we celebrate the achievements of women who continue to break barriers and
inspire future generations in HISD. First, I would like to acknowledge the women who have served as
board members in HISD. Thank you very much to the board members for their service. And tonight we
will be spotlighting several outstanding women within our district whose dedication and
contributions make a lasting impact on our students, and we will spotlight a special group of
students.",0
2,0:04:00,0:06:00,"[04:30–05:00]
Uh board member Cassandra Ozanbandi will share the first recognition. Thank you. At this time, we
would like to take a moment to recognize a true trailblazer in our community, Chief Shamara D.
Gardner. As the first black female police chief at HISD, she has set a powerful example of
leadership, dedication, and service. With 29 years of law enforcement experience, including 28 years
with the Houston.

[05:00–05:30]
Police Department, Chief Garner has demonstrated excellence in handling major investigations,
fostering community relationships, and leading with integrity. Her commitment to serve and
leadership across all areas of law enforcement has earned her numerous accolades and made her an
inspiring role model. Chief Garner, thank you for your commitment to protecting and serving our
students and school communities. Will you please stand so we can recognize and celebrate you?

[05:30–06:00]
One of HISD's true gems is the Young Women's College Preparatory Academy, which was established in
twenty eleven, boasting award-winning STEM programming, one hundred percent college acceptance, and
appearances on many top ranked school lists.",0
3,0:06:00,0:08:00,"[06:00–06:30]
Continuing our celebration of excellence across HISD, we highlight Miss Jennifer Simmons and her
YWCPA eighth grade fundamentals of computer science students, Peyton Cunningham, Andrea Davis,
Layden Malone, Ava Ford, Aliyah Hughes. These students recently showcased their talents at Code at
the Capitol, sponsored by the University of Texas Advancing Computing Center.

[06:30–07:00]
These young women engaged in hands on coding activities, presented their innovative project on
mitigating flood road hazards to industry professionals, and explored the broad impact of computer
science education. Wow. During their visit to the Texas State Capitol, they met with Senator Boris
Miles and State Representative Jelanda Jones, gaining first hand insight into the legislative
process and the role of technology in shaping policy. Our lawmakers were inspired by these young
women and the no

[07:00–07:30]
and their no uh and they know their budding leadership will strengthen Texas. Ms. Simmons and
students, please stand and be recognized for your hard work and achievement. Finally, we celebrate
Althea McWarter, who is dedicated forty four years

[07:30–08:00]
Years as a bus driver for HISD. Her commitment to the safety and well being of our students has been
unwavering. Known for her warmth, reliability, and professionalism, Althea has made a lasting impact
on children, parents, and staff she served over the years. Reaching this incredible milestone is a
testament to her dedication, and we are deeply grateful for the care and passion she brings to her
work every day. Althea, if you are with us today, please stand and be recognized so we can celebrate
you.",0
4,0:08:00,0:10:00,"[08:30–09:00]
Thank you. Thank you, Board Member Ozan Bandy. These spotlights serve as a reminder of the
dedication and excellence within our district. Thank you for joining us in celebrating their
achievements. Thank you. All right. We will now hear from two public officials.

[09:00–09:30]
student speakers, and speakers wishing to address agenda items one through five in our public
hearing regarding the Texas Academic Performance Report. Please note that Spanish live captioning is
available for those viewing the meeting via live stream, and live Spanish interpretation is
available in person in the auditorium. Public comment during school board meetings will only be
available to those persons who have signed up to speak prior to the board meeting time per current
protocol. Verbal and other disruptions by persons during the school board meetings are not
acceptable as they inhibit the board's ability to conduct business and the public's ability to
observe those processes.

[09:30–10:00]
Persons who participate in such behavior will be given one warning, and if the behavior is repeated,
they will be asked to leave the meeting. Tonight we have five 52 registered speakers who will be
limited to one minute each per board policy as we have more than 30 people signed up to address the
board tonight. We ask that you please stay on topic and refrain from naming individuals, especially
students, as their identity is protected under the law, but you may name your own child. I ask that
you please respect our procedures and the other speakers and end your comments promptly when your
time is expired and the timer rings. We'll start with public officials.",0
5,0:10:00,0:12:00,"[10:00–10:30]
Will HISD Board of Education Trustee Savant Moore please come to the microphone, followed by Trustee
Placido Gomez. Yes, sir. Happy Women's History Month. Um to the Chief, thank you because the
community has brought so much to me, and you always address it on the same day. To all the women
behind the scenes, the teachers, y'all truly are the backbone of HISD. Thank you to the
superintendent of HISD for supporting Wheatley, Booker T. Washington, and Bear Lair in the state
championship. Many of these children for the first time will go to college. So

[10:30–11:00]
they may not have won the state championship, but they won the state championship for their
neighborhoods. If people don't know it, I've been sick for the last two years. I know it's
surprising. I've had a sore throat. So 1,100 people joined me a few weeks ago at the state capitol.
And on April 5th, 13,000 will join me to advocate for the basic allotment to be increased by $1,300
so that we can help the superintendent not have to close any schools, not have to take pay raises
from teachers. So I'm asking my constituents to support us in this endeavor.

[11:00–11:30]
so that we can tell the world we're not close. HISDE is a great district, great academics, great
community, great sports. People need to come to this district. And lastly, I'm not attending my
fourth funeral out of two weeks. To everyone, I love you, I love my constituents. The things that we
fight about is not that big of a deal. We are all here because we care about students and teachers.
So let's work together to make our community what it's already is. That's great, but great. God
bless you, and God bless you.

[11:30–12:00]
Unless you and God bless the side. Thank you, Mr. Moore. Mr. Gomez. Good evening. Um I'm a little
disappointed that to see that student uh surveys were taken out of the final draft of the teacher
evaluation system. And I was a little surprised about the arguments that were made. Uh for example,
the idea that students would penalize teachers who are strict but effective in the classroom doesn't
ring true to me as a former teacher. Because contrary to popular belief, students actually want to
be in safe and orderly classrooms and are fine with discipline.",0
6,0:12:00,0:14:00,"[12:00–12:30]
And they are fine with discipline as long as it's fair. I also heard people ask well, what if
students retaliate against teachers if they get a failing grade? If we imagine that 10% of a
teacher's classroom are into failing grade and all of them decided to take it out of their teachers
in the surveys, that would equal only half of 1% of the teacher's evaluation. I've heard many people
talk about the importance of uplifting student voices, but I see very little evidence in our
policies that we actually believe it. Obviously, adults know more than kids when it comes to what
good teaching looks like, and we should have a more of a say, but students also have a valuable
perspective.

[13:00–13:30]
and it would be wise of us to listen. Thank you. Thank you. Okay, next we are going to hear from
speakers who identify themselves as students when they checked in this evening. If the speakers will
please um state your name when you come up to the microphone, I'm gonna go ahead and call the
student speakers who are here present right now. I have Kai Henson, followed by um Leon Garza Lopez
and then Josephine Guzman. So is Kai Henson here?

[13:30–14:00]
Are you Mr. Henson? Uh yes, sir. Come on up. Okay, bring the microphone down to your a little bit.
There you go. Hello, I'm Kai Henson and I am from Frank Black. And um the teachers they just hand us
a packet like the D O L, and it's worth sixty percent of our grade when really it's just supposed to
check.",1
7,0:14:00,0:16:00,"[14:00–14:30]
where we are in the lesson. And I think if kids don't understand it during the DOL and they
understand it after, then they're gonna fail the class and then they don't get to go on. And instead
of the teachers actually standing up and teaching us, they give us a packet and we just do it all by
themselves by ourselves. They don't even read it to us sometimes. In one of my classes, all he does
is give us a packet and then the class is pretty much done with the DOL after that. So it's bad. I
don't get to learn anything.

[14:30–15:00]
And with the projects, there's no more projects anymore like there used to be. There used to be a
lot of projects where I loved it and I was excited to come to school, but now I'm really not excited
to come to school. Thank you. Okay. Our next student speaker is Leon Garza Lopez, and he'll have a
translator.

[15:00–15:30]
Hola, soy León Garza López y hoy quiero hablarles sobre nuestro maestro porque es importante que
tengan un buen ambiente de trabajo. Ellos no enseñan con paciencia y cariño. Espero a veces
enfrentar situaciones difíciles como faltar de respeto, maltrato, maltrato.

[15:30–16:00]
y demasiada presión, demasiada presión, como falta de respeto, esto hace que se sientan tristes o
cansados y eso no es justo. Así como nosotros necesitamos un lugar seguro y feliz. Para aprender,
nuestros maestros también necesitan un ambiente sano para enseñar cómo podemos ayudar.",0
8,0:16:00,0:18:00,"[16:00–16:30]
respetándolos, escuchándolos y siendo amables con ellos. También podemos hablar cuando veamos que
alguien los trata mal, porque todos merecemos respeto. Si nuestros maestros están bien, nosotros
aprendemos mejor. Cuidemos a quienes nos enseñan para que juntos construyamos el futuro mejor.

[17:00–17:30]
Hello, I'm Leon Garza Lopez. I want to speak about our teachers and why it's important they have a
good work environment. They teach us patience and care, but sometimes they strike that they teach us
with patience and care, but sometimes they're confronted with dis difficult situations like
disrespect, mistreatment, and an excessive amount of requirement. It's just not fair.

[17:30–18:00]
Healthy environment to teach, how can we help them? We can respect them, we can hear them out. We
can be kind to them and we can speak out whenever we see that someone is mistreating them because
they re deserve respect. Yes, our teachers, we want our teachers to be okay. We want to learn and be
better. Let's take care of those who teach us so we can have so we can build a better future. Thank
you.",0
9,0:18:00,0:20:00,"[18:00–18:30]
Guzman. Okay. Can you pull the little microphone towards your? There you go. Okay, go ahead. Hi, I'm
Josephine Guzman, a student at Wharton Dual Language Academy. I've prepared a spectacular speech. No
thanks to the millions of worksheets that we are required to do. Anyway, that's not the main point.
See, I saw I saw five at least five kids the week of February 17th go to the nurse for headaches.
Now this may just be a coincidence.

[18:30–19:00]
but it is way too rare to see. This entire school year has felt like Dr. Susanville. Crazy. Teachers
have quit, and we are constantly getting visitors. My own teacher, Mr. Fernandez, was put on
administrative leave. He would give us the autonomy to choose how we organize our work. He would
still teach us everything the administrators wanted us to do. Therefore, he was doing the required
and using his teaching style too. Thank you. Okay, our next student speaker round.

[19:00–19:30]
Student speaker is Hira Malik. Hera Malik has arrived. And then Eliana Gottlieb is here. So no, I
think she's here. Hera Malik. Okay, go ahead. Thank you. Good evening, board members. My name is
Hera Malik, and I'm a senior at Carnegie Vanguard High School. I want to speak tonight on behalf of
the teachers who can't be here today but remain failed by this district. Strong teachers are the
backbone.

[19:30–20:00]
of a student's educational outcomes, but their support and mentorship extends beyond the classroom.
There are people who students rely on for a helping hand when things aren't right at home or when
it's just not your day. And I can confidently say, as a student in this district for the past 12
years, that in the past two years, I have seen more teachers leave than ever before, qualified
teachers at that. And the proposed teacher excellence system will only further that exodus. I truly
believe that the targeted distribution system is just another chaotic evaluation tactic designed to
scare staff and put them against each other for a better rating. Why is computation being",0
