chunk_id,window_start,window_end,text,old_binary_hit,confidence,binary_hit
0,0:00:00,0:02:00,"[00:00–00:30]
Noting that a quorum is present, I hereby call this regular board meeting of the Board of Trustees
of Katie Independent School District to order. Today is Monday, October 28, 2024, and the time is 5
p.m. Dr. Gorsky, will you verify that we are in compliance with the provisions of the Texas Open
Meetings Act with regard to the notice for this meeting? Mr. President, I do confirm we are in
compliance with the provisions of the Texas Open Meeting Act for our meeting tonight. And then we're
going to go ahead and jump right in with our Pledge of Allegiance. We have a special

[00:30–01:00]
guest who I'm going to go ahead and invite up to the podium, and that is Isabella Carrillo, fifth
grader from Campbell Elementary. See her principals out there, Jamie Shipley and Amy Campbell
herself. Parents Irene and Julio Carrillo and her siblings Annabella and Juliana. Isabella plays
soccer. She's participating in House Council with Gems Club at Ace, and she also likes to draw and
spend time with her family. Favorite subject, math. From Mrs. Hartsaw, fifth grade math teacher, is
Isabella is a hardworking, caring, and outstanding.

[01:00–01:30]
An outstanding Campbell Cub. Her motivation and determination go above and beyond. She always
strives for excellence. And from Mrs. Dunlap, fifth grade ELAR teacher, Isabella is a dedicated,
outstanding student and friend. She is a pleasure to have in class and shines bright in everything
she does. But before we do those pledges, we're going to also introduce Katie High School Choir,
who's here tonight performing national anthem, following the pledges. So from Katie High School,
Principal Dr. Rick Hall. This is our Katie High School Choir, Music Director Nicholas Likos.
Students here with us tonight, Addie Owens.

[01:30–02:00]
Zoe Guess, Mackenzie Simpkins, Avery Nas, Adrian Pineda, Hunter Reeves, Griffin Corey, Daniel Zukov,
and a quote from our music director. The students before you are actively involved in the choir
program, Katie High School, and are members of the Katie High School Katie Chorale and Vocal
Ensemble. Three of the students have also made the Texas All State Choir. So thank you, KDISD board,
for all you do for our students and teachers across the district. We are thankful for your service
and opportunities. You provide all students, students in KISC.",0,5,0
1,0:02:00,0:04:00,"[02:00–02:30]
students in KDISD. So let's go ahead and start with our pledge. I pledge allegiance to the flag of
the United States of America and to the Republic for which it stands one nation under God
indivisible and liberty and justice for all. Honor the Texas flag I pledge allegiance to the Texas
one state under God one and indivisible.

[02:30–03:00]
What will say can you see by the daughters? What so proud the twilight's last we meet?

[03:00–03:30]
Whose wash eyes and bright stars to the bad spice for the rhice we wash for some of the fruit
through the wise.

[03:30–04:00]
I was ill. Oh state does that for",0,5,0
2,0:04:00,0:06:00,"[04:30–05:00]
Good evening, President Bettis, board members, and Superintendent Grigorski. My name is Isabella
Garrillo. I am a fifth grader at Amy Campbell Elementary. It is a really fun school where you learn
and explore new things.

[05:00–05:30]
Participated in extracurricular clubs like House Council and GEMS. This has helped me grow in my
leadership and engineering skills. ACE is a place that encourages us to be kind. We can earn
positive rewards like purposeful people awards, principal shout outs, and coins to use in the book
vending machine. My fourth grade teacher, Mrs. Mitchell, is really special. She went out of her way
to make sure that we understood concepts. More than just memorizing information, she used to be

[05:30–06:00]
She helped us want to truly know more about subjects like Texas history. I'm pretty sure everyone
left her class in fourth grade with Texas history as their favorite subject. I love when teachers
created escape rooms to end a unit for us to show our knowledge and everything we had learned. Ace
staff greets each student with a warm and welcoming smile every day throughout the hallways.
Campbell is an amazing school because of all the extraordinary people who make it so special.",0,5,0
3,0:06:00,0:08:00,"[06:00–06:30]
They didn't. You did such a great job. Do you know all of us want to be your confidence and your
delivery and your heart showed in the words you shared with us. Thank you very much. I wanna come
and do a coming up and you know all the things that you talked about. Isabella, this is a
certificate of recognition that said that you were one of the very, very few

[06:30–07:00]
students who get to be here on a school board night and lead us in the pledges and that's a very big
honor and we also have this for you to remember the low backpack this is only goes to about nine
students a year yeah so congratulations on that and then would you take a picture with me by that
city sign right around the room",0,5,0
4,0:08:00,0:10:00,"[08:30–09:00]
Next up on our agenda, we would like to recognize and introduce.

[09:00–09:30]
to our Board of Trustees the new principal for Falden Elementary School, Mrs. Catherine Leaper.
Catherine, where are you at out there? There you go. All right. Well, welcome. Catherine, did you
bring anyone out with you tonight? I did. I brought two of my kids. My other child is practicing
band. So you know how I called them all night long, getting ready for you like Alan. I brought two
of my children. My youngest one James. Awesome. Well, thank you. Appreciate it.

[09:30–10:00]
No, I guess we don't. At this time, uh the Board of Trustees will give members of the public an
opportunity to speak in accordance with KDISD Board Policy, BED local. As defined by Board Policy,
speakers who signed up by 2 p.m. on Monday, October 28, 2024, provided their first and last name and
signed in 15 minutes prior to 5 p.m. will be allowed to address the board. Speakers signed up to
speak",0,5,0
5,0:10:00,0:12:00,"[10:00–10:30]
on posted agenda items be allowed three minutes to speak. Speakers I signed up to speak on non-
agenda items also will be allowed to speak, allowed three minutes to speak this evening. If a
speaker is not finished speaking at the end of their allotted time, the audio will turn off. If a
speaker has not attempted to solve a matter administratively,

[10:30–11:00]
Administratively through proper channels as stated in board policy, the presiding officer's designee
shall advise the speaker to seek resolution through the appropriate policy. Finally, pursuant to
Texas Government Code sections 551.074, 551.0821, the board will not permit the presentation of
personally identifiable information regarding a student and will not discuss the appointment,
employment, evaluation, reassignment, duties, discipline, or dismissal of a public officer or
employee.

[11:00–11:30]
to hear a complaint or charge against an officer or employee. Should a speaker wish to address one
of these issues, they must do so through the appropriate local grievance channels policies, FNG
Local, DGBA Local, CKE Local, or GF Local. Our speakers will be called forward in the order they
signed up to speak and first with agenda items and our first speaker is Regina Johnson. Welcome

[11:30–12:00]
Okay, good evening, President Perez, Board of Trustees, and Dr. Gogorski. Uh growsing about people
you hate in this room and online because election season is round the corner and some are desperate
for a board officer seat and have been for the past three years. Vilifying parents and taxpayers on
your social media account. You know it's never about education or safety, just promoting
inappropriate materials, holding on to the notion of control, and being manipulated by a few because
it's time to pay back their votes. Meanwhile, I sit frustrated because nobody's gonna talk about
Chromebooks until tonight, so thank you.",0,5,0
6,0:12:00,0:14:00,"[12:00–12:30]
finally. As we near the end of our second six-week grading period on Thursday, you had about 30 to
40 attendees at each legislative session, which equates to about over 200 of our Katie community
resoundingly say they don't like the Chromebooks for one reason or another. Grades 3 through 12 were
represented, so I'm asking you where's the urgency? You had a room full of students, some from
Jordan, tell you the same. You had some teachers that were brave that spoke up. Yet we ignore and
focus on sending folks from the district on our dime to Austin.

[13:00–13:30]
to champion a lost cause. You know, been there, done that. And I'm with you on the STAR test, yet
STAR does highlight some of the flaws within the entire system. So I'm asking going forward.
Chromebooks aren't working. Okay? Connectivity fails our kids every week. We've got quizzes and
tests that are compromised. Geometry cannot be done on a computer, and it's not just at Jordan, it's
district wide. I've talked to parents all over the district. You cannot protract and you cannot
compass an angle on a Chromebook. I've folded into my own.

[13:30–14:00]
I folded into my own personal budget my trips to Office Max to pay for ink and paper that's needed
by my students to print their daily work. And the list goes on and on. I mean, I've talked to folks
getting, they're like on a third or fourth Chromebook at this point. So now at my campus, we're
asking kids to join an IT club so they can do the district's job with password resets and scrubbing
devices before the PSAT and SAT. We're giving parents an app to monitor their students' browsing of
potential porn. When you sold this bond initiative to us taxpayers as the best and safest option to",0,5,0
7,0:14:00,0:16:00,"[14:00–14:30]
This option to block out all of the bad things while we deliver curriculum to our kids. I'm calling
on you this evening to partner with the whole crew y'all talked to and you've heard from, and let's
do something. Okay, you have an opportunity to learn from best practices. We have amazing staff.
They'll tell you what's going on. I have a teacher who told me they waste so much time policing
browsing. That's what a waste. Let's let them get back to teaching. We are seven weeks from
semester. Okay, we're gonna compromise these kids, they're PSAT and SAT.

[14:30–15:00]
performance, we got to do something, or y'all can continue to ignore us. And finally, I don't
appreciate y'all's divisive antics. It's it's time consuming. Thank you. Our next speaker is uh Tana
Weiss. And after that, we have uh Min Park. Welcome. Thank you. Good evening, Dr. Grigore Scamber.

[15:00–15:30]
Dr. Gogorski on board. My name is Tana Weiss, and my letter tonight is brought to you by overworked
educators who are probably grading papers at home or still at school while I stand here sharing
their words. This year is hard. We are experienced change, changes that are sucking the joy out of
teaching. Katie is losing the focus of reaching every student in every desk across the district.
I've never been more tired, overwhelmed, and unappreciated as a professional educator. I'm degreed.
However, everything I do is questioned.

[15:30–16:00]
and doubted. I have to prove it with data. Some things can't be proven with data. My time, care, and
love of the kids cannot be measured on a test or a report. Yes, I'm judged by my results on a
screen, but a parent email I received is how I would rather be judged, appreciated, and seen. It
hurts me deeply that the board and those in leadership will never see what I really do. How my time
matters to my kids. Here's an excerpt. My son is currently studying in your class. Every day I ask
him how school.",0,5,0
8,0:16:00,0:18:00,"[16:00–16:30]
is, and he always says he likes your class so much, and especially you being his teacher. He always
says he appreciates you a lot because you take good care of him and allow him to progress with the
class. You made him love your subject, and he completes his homework on time because he really cares
about you and the subject. His report had good scores, and his sister and I really want to thank you
for helping him. I can't do it all in my official hours. That's why we come to work early, work
through our 30 minute lunch, stay late, and work on weekends.

[17:00–17:30]
We just want to teach. That's my job. Teaching isn't first anymore. People in the ESC and board need
to spend a real day in our shoes, not just an hour photo op. No judgment, just shadow an elementary,
junior high, or high school teacher the whole day across the district. And this is my addition. I
think it should be required for every member on this board to spend an entire day shadowing a
teacher, a librarian, and an administrator.

[17:30–18:00]
Administrator. Education has taken a back seat, and it's time the board sees this firsthand. This
was made abundantly clear last week as the quad tried to micromanage training. You are not
educators. You do not know best. Let our teachers teach. Leave your politics at home where they
belong. Thank you. Thank you. Minn Park, followed by uh Emmett Dunbar. Welcome. Hello.",0,5,0
9,0:18:00,0:20:00,"[18:00–18:30]
So on October 5th, Saturday afternoon, there was an incident at Seven Lakes High School that I think
will forever change the lives of the 54 students, two staff members, and even possibly the two
courageous officers that stormed into the school. If you don't know what I'm talking about,
honestly, I wouldn't be surprised. I heard the word hasn't gotten to every one of you. Um we were
thankfully allowed to voice our opinions to Chief Gall here.

[18:30–19:00]
and he let us uh speak with him. And you guys don't know the effect that this incident had on not
just the students and the teachers, but the families involved. If you don't know, there was
apparently an and I won't say active shooter, it was an active threat called into Katie police, went
over to KDISD.

[19:00–19:30]
Two officers stormed into Seven Lakes Junior High during a theater practice as if it was an active
shooter incident. We have kids today that are still feeling the effects of this, and I don't feel
like they're getting the support from the district that they really deserve. Can you imagine?

[19:30–20:00]
Being in a restroom, changing. All of a sudden, you hear there's people with guns coming down the
hall. Next thing you know, you're being told to put your hands up in the middle of changing. You
have another student who's about to faint. Those people are really considered their lives to be in
danger. And we just want to, as parents.",0,5,0
