chunk_id,window_start,window_end,text,binary_hit,confidence
0,0:00:00,0:02:00,"[00:00–00:30]
Noting that a quorum is present, I hereby call this regular board meeting of the Board of Trustees,
the Katie Independent School District, to order. Today is Monday, July 28, 2025, and the time is 5
o'clock p.m. Dr. Gorsky, will you verify that we are in compliance with the provisions of the Texas
Open Meetings Act with regard to notice for this meeting? Mr. Raven, I do confirm we're in
compliance with the provisions of the Texas Open Meeting Act for our meeting tonight. Thank you. We
will now open the meeting with the Pledges of Allegiance and Katie ISD police officer.

[00:30–01:00]
Robert Lister will lead us in those pledges. I pledge allegiance to the flag of the United States of
America and to the Republic for which it stands: one nation under God, indivisible, with liberty and
justice for all. Honor the Texas flag. I pledge allegiance to the Texas, one state under God, one
and indivisible.

[01:00–01:30]
Thank you. We'll now move into our recognition section of the meeting. And to start us off, item
3.1, we've uh got Dr. Robert Long, Division Director of Board Development Services for the Texas
Association of School Boards here to make a presentation.

[01:30–02:00]
President Redman, Trustees, Superintendent Kogorski, and proud KDISD community. My name is Robert
Long, and I serve as the Division Director for Board Development Services at the Texas Association
of School Boards and also as Program Director for Leadership TASBE. It is an incredible honor for to
be with you this evening to recognize and celebrate a leader who action speaks volumes about her
dedication to students, educators, and public service. Tonight we will recognize recognize Trustee
Don Champagne, a proud graduate of the Leadership TASBEY program.",0,5
1,0:02:00,0:04:00,"[02:00–02:30]
TASBY program class of 2025 and officially designate her a Master Trustee, a distinction earned by
fewer than a thousand school board trustees across the state of Texas since the program's founding.
Before I speak to you about her accomplishment, I'd like to offer a brief moment of reflection on
TASB's own story because it mirrors the kind of leadership Don represents. As you may or may not
know, TASB was formed more than 80 years ago in the midst of World War II when military bases were
being rapidly built across the state of Texas. Almost overnight new school districts were spring.

[02:30–03:00]
School districts were springing up to serve children of servicemen and women. The Texas Education
Agency simply could not keep up with the pace of that growth, so in true Texas fashion, local school
boards stepped up. They came together and formed a nonprofit cooperative to support one another,
share resources, and advocate for strong local governance. Today, Tasby is governed by 43 locally
elected school board trustees, one of which is Master Trustee Director Rebecca Fox, thank you for
your service. Um, that quarterly meet to set policies that guide our work and help every

[03:00–03:30]
Texas school board, regardless of size, geography, or budget, access the tools they need to serve
students well. TASB here to save districts' money and to fight on behalf of 5.5 million Texas public
school children. And that legacy of selfless local leadership is exactly the spirit Don Champaign
has brought to her leadership TASBE journey. Over the past year, Master Trustee Champagne traveled
more than 2,300 miles across the state as a part of the class of 2025. 34 other school board
trustees across the state, beginning in San Antonio.

[03:30–04:00]
then on to El Paso, Austin, College Station, and then finally ending in Fort Worth. Along her peers,
she engaged with district leaders, students, and community stakeholders from Fort Sam Houston ISD,
Randolph Field ISD, El Paso ISD, San Ilizario ISD, Huddle ISD, Brine, and College Station ISD,
districts that serve more than 200,000 students and reflect the rich diverseness of our great state.
From military connected communities to border districts with over 90% economically disadvantaged
students to innovative teacher.",0,5
2,0:04:00,0:06:00,"[04:30–05:00]
prep hubs, every session was an opportunity to explore the promising challenges here in Texas Public
Education in Texas. But here's what sets Don apart. While many districts cover the cost of tuition
and travel for the trustees, Don made a personal decision to fully fund her participation out of her
own pocket. She chose to invest in her resources into this experience, not because she had to, but
because she believes in the responsibility that comes with representing the children, teachers,
family of KDSD. And that personal

[05:00–05:30]
level of sacrifice speaks volumes about her character, her heart, and her deep belief in this great
institution and this vehicle for democracy that is public education. For five sessions, each lasting
three to four days, she stepped away from family and a community to lean into tough conversations,
deep learning, and the kind of reflection that strengthens local governance. She just didn't intend,
she fully engaged, brought thoughtful questions, and shared her insights generously, and her
presence lifted the learning for all of us, and she walked the path of a true servant leader.
Leadership TASB is not for everyone.

[05:30–06:00]
TASBI is not for everyone. It is a demanding program and is meant to stretch trustees and prepare
them to lead at the statewide level. And at the conclusion, they've seen more school districts than
any of our local elected law officials have because of just the sure amount of campuses that we
cover. Don has met every challenge with integrity, humility, and at the center, student centered
mindset. So tonight, on behalf of the TASB staff, the Leadership TASB alumni community, and our
Board Development Service Division, is my great pleasure to recognize Don Champaign as Master
Trustee.",0,5
3,0:06:00,0:08:00,"[06:00–06:30]
and Graduate Leadership TASB class of 2025. And at this time, I'd like to invite Mr. Jason Burdeen,
former school board president for Fort Bend ISD and Long-Term Leadership TASB facilitator, to join
me in presenting Don with her official graduation course and certificate. In front of your face. And
I'd also ask the other fellow two Master Trustees that sit on the dais: Director, Master Trustee
Rebecca Fox, and President, Master Trustee Lance Redmond.

[06:30–07:00]
to also join us down here to help congratulate Don as well.

[07:00–07:30]
So in closing, Master Trustee uh Champaign, thank you. Thank you for saying yes to the work. Thank
you for investing not just your time but your own resources and your growth, and thank you for
reminding us that students.

[07:30–08:00]
Reminding us that student outcomes only change when adult behaviors change. You have made KDISD
proud, and you have made the entire leadership TASB community stronger. So, everyone in the room,
please join me once again in congratulating Master Trustee Don Champaign, proud graduates of the
class of 2025. Thank you, Mr. President. Thank you, Dr. Long and Mr. Burdine. May I may I say
something? Yes, Ms. Champaign. Thank you. I wanted to take a minute and thank you very much, Dr.
Long and uh Mr. Budin, for coming out.",0,5
4,0:08:00,0:10:00,"[08:30–09:00]
and recognizing me like this. And I don't have much to say other than I'm very proud to have earned
this and it was a lot of work, but it was also a lot of fun learning and meeting all the people. And
what I want to sum up in one little sentence about the children that are across the state of Texas
is every child every day. And and every child in every school district matters and and what we do
really matters. So I really appreciate the rest of the

[09:00–09:30]
school board members, too, all school board members actually, who are elected officials, we all make
a great sacrifice, and I really appreciate what I've been able to take away from that. Thank you for
your time. Mr. President, as the veteran, I keep finding myself being the really old person here,
uh, because we have a thing, leadership classby task tasby 2007, best class ever. Right. Uh I
learned

[09:30–10:00]
so much while I was doing that, and it broadened my focus on all children from the tiniest school
districts to the really super large, like we are, and how people meet those challenges. And I just
want to say about, and uh Mr. Redmond, you did you graduated last year, so you can be loud and proud
for 2024 or five. 2024, best class ever. It's a huge sacrifice of time, and for you to have paid for
it yourself is that's thousands.",0,5
5,0:10:00,0:12:00,"[10:00–10:30]
of dollars and that shows your commitment to um being a constant learner. And what people might not
know about you the way uh some of us do is that while you've been on this board, you've been
president of a National Charity League, you've been president of Aggie Moms this year when you were
doing this, and you put on a wedding for your son and daughter-in-law, all while traveling the state
and being committed to this in on top of all the volunteering we see you do around our district uh
all the time, constantly, and you are exactly

[10:30–11:00]
Exactly what a school board member shows how much you care about students and learning. Thank you
for your commitment. Thank you and congratulations again, Ms. Champaign. We'll now move on to
recognitions uh 3.2. Dr. Grigorski, take it away. Well, if there's one thing we can see in this
room, there's a bunch of rhinos out there. So rhinos are in the house today. And we'll start with uh
uh uh the our newest principal for Morton Ranch uh junior high, Tanya Heard. I see her right in the
middle of that rhino pack there.

[11:00–11:30]
So, Tanya, did you bring anyone out with you today other than everybody we see there? Well, everyone
that you see here. And of course, uh uh to replace uh some big shoes over at Rhylander, uh GiaPek.

[11:30–12:00]
And Gia, you brought some folks out with you if you would introduce who you brought with you there.
I brought my parents, my daughter, my mom, and I have no lab.",0,5
6,0:12:00,0:14:00,"[12:00–12:30]
Congratulations. Now do we do we have any scouts in the audience tonight? See a scout. Would you
have a scout? Yes. Would you like to come introduce yourself and share what badges you're working
on? Reluctantly. If if you'll come up here to the podium, we've got a microphone right there.

[13:00–13:30]
Just recently got it in June, July. Um I'm working on communication, citizenship in the community,
um, cooking, personal management, and then um I think that's it. All right, you were prepared. I
didn't even have to ask any questions. You already knew what I was gonna say. So I have a question,
Mr. President. Ms. Fox? You're taking you're working on your cooking badge? Yes. Do you need a
taster? Because I volunteered. My family's a great taster. I guess they are. Okay. Congratulations.
It sounds like you're doing really well. Thank you very much.

[13:30–14:00]
We will now move on to public comment. At this time, the Board of Trustees will give members of the
public an opportunity to speak in accordance with the KDIC Board Policy, BED local. As defined by
Board Policy, speakers who signed up by 2 p.m. on Monday, July 28th, 2025, provided their first and
last name and signed in 15 minutes prior to 5 p.m. will be allowed to address the board. Speakers
who signed up to speak on posted agenda items will be allowed three minutes to speak. Speakers that
signed up to speak on non-agenda items.",0,5
7,0:14:00,0:16:00,"[14:00–14:30]
On non agenda items, we'll be allowed three minutes to speak. And if a speaker is not finished
speaking at the end of their allotted time, the audio will turn off. If speakers wish to share
written material with the board, please provide ten copies to the Secretary for Board Service
Services before the meeting begins. For board members, superintendent, or chief communications
officer, and permanent records. If a speaker has not attempted to solve a matter administratively
through the proper channels as stated in board policy, the presiding officer's designee shall advise
the speaker to seek resolution through the appropriate policy. Finally, pursuant to Texas Government
Code Section

[14:30–15:00]
Government codes section 551.074 and 551.0821. The board will not permit the presentation of
personally identifiable information regarding a student and will not discuss the appointment,
employment, evaluation, reassignment, duties, discipline, or dismissal of a public officer or
employee to hear a complaint or charge against an officer or employee. Should a speaker wish to
address one of these issues, they must do so through the appropriate local grievance policies, FNG
local, DGBA local, CKE local, or GF local. Our speakers will be called forward in the order.

[15:00–15:30]
So we have three speakers on non agenda items tonight and no speakers on agenda items, so we will
move straight to non agenda items. Our first speaker will be Kyle Nguyen, uh, and then we'll be
followed by Jackie Ty. Kyle?

[15:30–16:00]
I'm the class president at Jordan High School. I'm also an incoming senior. Today, I'm speaking on
behalf of not just my peers, but over 1,500 students, parents, and teachers across KDISD who signed
a petition within just two days. Because this issue impacts all of us. Currently, KDISD's exemption
policy counts all absences, even excused ones due to illness, against a student's eligibility to
exempt final exams. In other words, if a student is sick and stays home with a doctor's note, that
absence still penalizes them.",0,5
8,0:16:00,0:18:00,"[16:00–16:30]
Them. As a result, students who are genuinely ill are coming to school sick, afraid that missing
even one day would cost them the exemptions they've worked hard for all semester. This policy
creates a system where health is placed in direct conflict with academic achievement. And in a post
COVID world, that is not only outdated, it's very dangerous. As class president, I've had countless
students come to me frustrated and torn. Do they stay home and recover or show up sick to preserve
their exemption? Many choose the latter, which leads to more illness spreading through classrooms,
affecting not only

[17:00–17:30]
students but teachers and staff, some of whom are more vulnerable to complications. Students feel
punished for doing the right thing. That should never happen in a district that prides itself on
excellence and responsibility. That's why I'm asking this board to consider a simple and fair
adjustment. Absences that are verified by a licensed medical professional, a doctor, should not
count against exemption eligibility. This does not open the door to abuse. It still requires
documentation. It still upholds academic accountability. But it gives students the peace of mind to
prioritize their health.

[17:30–18:00]
without sacrificing their hard-earned success. This would encourage responsible behavior, limit the
spread of illness, and reflect a district that understands the real world challenges that students
face. This isn't just about one school or one policy, it's about building a culture that values both
health and hard work. Please consider this proposal and help us create a safer, healthier, and more
supportive learning environment. Thank you for the process.",0,5
9,0:18:00,0:20:00,"[18:00–18:30]
Thank you for your time and your commitment to all of us in KDIST. Thank you. We'll now have Jackie
Tai followed by Tana Weiss. Good evening, Mr. Intendant. And my name and board member. My name is
Jackie Tai. Thank you for the opportunity to speak today. I am here to voice deep concern over the
way the school have handled a recent incident.

[18:30–19:00]
Incident, involving my friend daughter, a quiet 14 years old girl who just moved from Texas from
California only four months before she was attacked. This child was assaulted at school. And yet the
school chose to label it as mutual fight, punishing her as if it were equally responsible. Even more
shocking, she received a police ticket and a court.

[19:00–19:30]
summon. Worse still no one helped her. Not a single adult step in to stop violence. Instead,
bystanders pull out their phone to record. As it were entertainment. Is this the culture we are
teaching our young? That filming someone being hurt is more important than protecting them. Now this
young girl is scared to return back to school. She feels blame instead of sport. What kind of
message are we sending?

[19:30–20:00]
Are we standing that if a child is attacked, they must stay silent and still are being punished like
a criminal? What if it happened to your children when you send them to the school and get fired like
that? There is the fundamental difference between fighting and self-defense and ignore that
difference is not only unjust, it is dangerous. School should be safe spaces, not places where
victims are",0,5
