chunk_id,window_start,window_end,text,old_binary_hit,confidence,binary_hit
0,0:00:00,0:02:00,"[00:00–00:30]
Noting that a quorum is present, I hereby call this uh regular board meeting of the Board of
Trustees of Katie Independent School District to order. Today is Tuesday, April 22nd, and the time
is uh 4 01 p.m. Dr. Gorsky, will you verify that we are in compliance with the provisions of the
Texas Open Meetings Act with regard to the notice of this meeting? I do verify we are in compliance
with the provisions of the Texas Open Meeting Act for a meeting today. At this time, the board will
now convene and close meeting.

[00:30–01:00]
In closed meeting as authorized under Section 551.001 of the Texas Government Code for the following
purposes: Texas Government Code 551.071, 551.074, and 551.129. The board has just reconvened from
close meeting. In accordance with Chapter 551 of the Texas Government Code, any action arising from
discussions in a closed meeting must be taken in an open meeting.

[01:00–01:30]
Meeting. Item 3.1 is to consider board approval of the superintendent's annual evaluation and
contract. I will now entertain a motion for this item. Mr. President. Ms. Teamy. I move that the
Board of Trustees approve of the superintendent's annual evaluation. It is moved and seconded that
this board of trustees approve of the superintendent's annual evaluation. Do I have a second? We
will now proceed to record your vote on the screen field.

[01:30–02:00]
vote on the screen via your keypad the vote the vote passes by a vote uh the motion passes by a vote
of seven to zero the ayes have it now if we will move on to the uh pledge of allegiance yeah we have
a special guest with us here today Caden Hurst she's fifth grader at Galbo Principal over there is
Jess",0,5,0
1,0:02:00,0:04:00,"[02:00–02:30]
Principal over there is Jessica Hale, parents Ashley Lowe and David Serrano, and has a sibling, uh
Jackson, who's three years old. Student special interest, Girl Scouts, and Slime. Not sure how those
fit together, but uh favorite subjects, math and writing, and a quote from Mrs. Uh DeBlanc, teacher.
Caden is an avid reader with a natural curiosity for learning. She brings a great sense of humor to
the classroom, making every lesson more enjoyable. Her eagerness to explore new ideas, along with
her creativity, allows her to think outside the box and engage deeply with her learning. And from
Mr. Benit.

[02:30–03:00]
From Mr. Benitez. Caden is optimistic, helpful, and cooperative, which has a positive impact on both
the students and the staff on campus. Her enthusiasm encourages those around her and contributes to
a productive environment. But before we bring up our pledge leader, I want to introduce the McMean's
Junior High Orchestra, who will be performing the national anthem after our pledges. So from
McMean's Junior High with our principal Steve Gazetta, the group is the McMean's Junior High
Orchestra, Director Kate Matthews, and Assistant Director Catalina Vieira, and the students with us
tonight.

[03:00–03:30]
Aileen Feng, Nanoka Okada, Jade Fan, Alfonso Cifuentes, Erica Wang, Lucas Wang, and Lucy Yu. And a
quote from Orchestra Director Kate Matthews: the students before you are members of the McMeans
Junior High Camarada Orchestra. They are actively involved in a wide variety of school activities,
from academics and athletics to clubs and community service. These students consistently demonstrate
excellence and are exemplary leaders and role models in every aspect of school life. On behalf of
the entire McBeans Junior,

[03:30–04:00]
High Fine Arts Department. I'd like to thank KDI SD administration and the school board for their
unwavering support of fine arts education and helping to keep KDI Ste a destination district for the
arts. So let's welcome our pledge leader.",0,5,0
2,0:04:00,0:06:00,"[04:30–05:00]
Of America, and two public of which you stands, one nation under God, indivisible, with liberty and
justice for all. Honor the Texas flag, I pledge relations to be Texas one state under God, one and
individual.",0,5,0
3,0:06:00,0:08:00,"[07:00–07:30]
Good evening, President Perez, board members, and Superintendent Gruwerski. My name is Caden Hirst,
and I have been attending Goblow Elementary for six years since I was in kindergarten, and it is a
very special place. In my years, I have experienced amazing teachers and events. For example, last
year I when I was in fourth grade, we participated in a fundraiser led

[07:30–08:00]
And a fundraiser led by our PTA that was so much fun. And the money donated when to help others with
special needs and to and the school. I love helping with events at school, and my family does too.
Events hosted by Gobble and PTA members are always fun and helpful. But teachers in all grades are
always there for students. For example, Miss Rulez was the best first grade teacher, in my opinion.
She always helped me when I was confused.",0,5,0
4,0:08:00,0:10:00,"[08:30–09:00]
and she always was in a positive mood. Another example is my teacher now, Miss DeBlanc. One on the
day before reading Star Test, she let us play Candyland but with a twist. To spin the wheel, we had
to correctly answer questions and show evidence about things we had learned. The teachers and events
at Gobble are the best, but I always think our mascot is meaningful. To me, the blue jay represents.

[09:00–09:30]
The blue J represents freedom. It shows that students at Galbo have the freedom to learn, to use
their imagination, and to dream big time to be playing. You select parents give me present to you.

[09:30–10:00]
We don't have much of a lot of people. I'm happy to hear that.",0,5,0
5,0:12:00,0:14:00,"[12:00–12:30]
Next up we have recognitions portion of our meeting, and at this time I'd like to introduce Brandon
Webb, Director of Communications, for the recognitions portion of our meeting tonight.

[13:00–13:30]
Gorgorsky. Well, it's happened again. KDISD has yet another state championship in fine arts. To
present to these award winners, please welcome Damon Archer, Executive Director of Fine Arts. Good
evening, President Perez, Trustees, and Superintendent Gorsky. The inaugural year of the State
Chamber Music Competition was in 2022-23. Ensembles qualified to enter the state champion.

[13:30–14:00]
Champion by earning a Division I rating at their local UIL Region solo in Ensemble competition. Only
10 brass would win ensembles and 10 string ensembles were selected to compete across the state. This
year, KDISD had a total of seven of the twenty ensembles selected across the State. Let me say that
again. Seven of the twenty ensembles from across the State were from KDISD in the finals. KDISD
earned four out of the six possible placements. Tonight, we are honored to recognize members of the",0,5,0
6,0:14:00,0:16:00,"[14:00–14:30]
Tompkins High School Horizon String Quartet, who received the distinction of state champion. At this
time, we'd like to play a performance of their actual performance that earned him, earned them the
state gold medal.

[14:30–15:00]
Yes, you can clap. That was fifteen seconds of a twenty minute performance, by the way. Um, will the
members of the Horizon String Quartet please come forward? Jake Jiang, Arjun Chandulpotla, Crystal
Yang, and Andrew Yang. Joining them will be music director Matthew Porter and Tompkins High School
principal Elizabeth Brott.

[15:30–16:00]
Congratulations to all of you on this outstanding achievement. This concludes the recognitions
portion of our meeting. Thank you very much, and again, congratulations. Fantastic. Uh now we move
on to do we have any scouts in the audience this evening? And I think I see one scout. What a treat.",0,5,0
7,0:16:00,0:18:00,"[16:00–16:30]
So tell me, what's your name? Uh Nathan Krueger. Okay, where do you go to school? Uh Cinco Ranch
High School. Cinco Ranch High School, great. And tell me what uh what rank are you? Uh I am a Life
Scout. Okay. And and you're working on merit badges now? Yeah, I'm uh here for my citizenship and
the community merit badge. Okay. How how many merit badges do you have so far? I have no idea. Oh,
you just starting? Okay, got it. Oh actually I'm almost done. I just have too many. Okay. Oh, is
that right?

[17:00–17:30]
Okay, got it. Got it. Okay, okay. Um so tell me, what's your favorite part about scouting? Probably
the people in it, because all the like the adult leaders and like all the scout leaders, they all
make it like a very special and welcoming place. Great. Do you do a lot of camping? Yeah. We my
troop does camping every month. Really? Wow, fantastic. Great. Well, thank you so much. We uh really
appreciate you coming. And I I'm glad to see uh high.

[17:30–18:00]
school kids in Boy Scouts. Yeah. Because uh, you know, the uh you see the younger younger scouts,
but to be in high school and be in the Boy Scouts thing, that's awesome. You know, it shows a lot of
uh commitment, a lot of character. Uh, you know, so we really appreciate that. So thanks for thanks
for coming up. Thanks for attending. Thank you. At this time the board",0,5,0
8,0:18:00,0:20:00,"[18:00–18:30]
of Trustees will give members of the public an opportunity to speak in accordance with KDIC Board
Policy BED Local. As defined by Board Policy, speakers who signed up by 2 p.m. on Tuesday, April
22nd, 2025, provided their first and last name, and signed in 15 minutes prior to 5 p.m. will be
allowed to address the board. Speakers who signed up to speak on posted agenda items will be allowed
three minutes to speak. Speakers who signed up to speak on non agenda items will also be allowed
today to three minutes to speak.

[18:30–19:00]
If a speaker is not finished speaking at the end of their time, a lot of time the audio will turn
off. If speakers want to share written material with the board, please provide 10 copies to the
Secretary for Board Services before the meeting begins for board members, the superintendent, the
chief communications officer, and permanent record. If a speaker has not attempted to solve a matter
administratively through proper channels as stated in board policy, the presiding officer's designee
shall advise the speaker to seek resolution through the appropriate policy. Finally,

[19:00–19:30]
Finally, and this is really important, finally, pursuant to Texas Government Code sections 551.074
and 551.0821, the board will not permit the presentation of personally identifiable information
regarding a student and will not discuss the appointment, employment, evaluation, reassignment,
duties, discipline, or dismissal of a public officer or employee to hear a complaint or charge
against an officer or employee. Should a speaker wish to address one of these issues,

[19:30–20:00]
they must do so through the appropriate local local grievance policies. FNG local, DGBA local, CKE
local, or GF local. Our speakers will be called forward in the order they signed up to speak. And
our first speaker is Amanda Valdivia. And the next person after that is uh Rebecca Trehan. Welcome.
Hi. I'm just gonna set my notes up here. My name is Amanda Amanda.",0,5,0
9,0:20:00,0:22:00,"[20:00–20:30]
My name is Amanda Valdivia, and I'm a single mom who moved my kids to the Katie School District for
the grade schools. When I enrolled my kids, I remember reading the student code of conduct and
school policies and procedures and thinking, no problem. We can handle that. But we didn't expect
that students would not be allowed to defend themselves in a traditional sense. I'm not the only
parent who feels this way. I polled parents on Nextdoor and Facebook in the last week, and I asked
them, and this is for just the KDIST area, and I asked them how they felt.

[20:30–21:00]
Uh, how they felt about traditional self-defense, other forms of self-defense, what their opinions
were. A whopping 85% believe in their kids physically fighting back. And I'm one of them. Those same
parents were also shocked, like me, to find out that if their kids fight back, they will be
disciplined the same way as the original aggressor. Katie ISD needs to make their policy on self
defense and their procedures for handling harassment, bullying, and threats extremely clear during
the enrollment process. I read this.

[21:30–22:00]
I read the same code of conduct, policies, and procedures that everybody else did. I don't remember
any pop-up that came up and said, this is our specific policy on bullying, threats, and harassment.
Please read this. This is very important. I think that would be a really good idea for the school
district to do. And I hope I see that this summer when I renew my kids' enrollment. I will be very
disappointed if I don't. So, transparency here is extremely important. And some parents may not
choose to send their kids here after they see that, but the majority probably still will, with the
knowledge that it's",0,3,0
